,word,translation
5240,distinta,"adjective: different, distinct, separate.  "
5241,compro,"verb: buy, purchase, get.  "
5242,cacería,"noun: hunting, hunt, shoot.  "
5243,atacan,"verb: attack, strike, tackle.  "
5244,usaba,"verb: use, wear, utilize.  "
5245,parientes,"noun: kin, kindred, kinfolk.  "
5246,menores,"adjective: less, smaller, minor.  noun: minor, junior, juvenile.  "
5247,jungla,noun: jungle.  
5248,dedicado,"adjective: dedicated, devoted.  noun: dedicator.  "
5249,contentos,"adjective: happy, contented, pleased.  noun: contentment, happiness.  "
5250,compraré,"verb: buy, purchase, get.  "
5251,astuto,"adjective: cunning, astute, crafty.  noun: colic.  "
5252,antídoto,"noun: antidote, antipoison.  "
5253,vivas,"verb: live, live on, reside.  "
5254,vano,"adjective: vain, wasted, empty.  noun: span, bay.  "
5255,sajones,adjective: Saxon.  
5256,raros,"adjective: rare, unusual, odd.  "
5257,quemado,"verb: burn, burn off, scorch.  "
5258,promesas,"noun: promise, vow, undertaking.  "
5259,parejas,noun: doublet.  
5260,olvidarlo,forget it
5261,locales,"adjective: local, vernacular.  noun: local, premises.  "
5262,fuga,"noun: leakage, leak, escape.  "
5263,estaciones,"noun: station, season, resort.  "
5264,dispares,"verb: shoot, fire, discharge.  "
5265,despidieron,"verb: dismiss, sack, discharge.  "
5266,asesinada,adjective: murdered.  
5267,artillería,"noun: artillery, cannon, ordnance.  "
5268,apariencia,"noun: appearance, look, semblance.  "
5269,advertí,"verb: warn, notice, note.  "
5270,sacarme,take me out
5271,pueblos,"noun: people, village, town.  "
5272,mágico,"adjective: magical, magic, fairy.  noun: magician.  "
5273,garantizo,"verb: guarantee, secure, assure.  "
5274,excusas,noun: regrets.  
5275,contratar,"verb: hire, contract, engage.  "
5276,candidato,"noun: candidate, applicant, nominee.  "
5277,anteriormente,"adverb: previously, formerly.  "
5278,adicto,"noun: addict, user.  "
5279,sello,"noun: seal, stamp, postage stamp.  "
5280,salvarlo,save him
5281,retrasado,"adjective: delayed, late, retarded.  "
5282,placas,"noun: plate, plaque, license plate.  "
5283,hermosos,"adjective: beautiful, handsome, lovely.  "
5284,galleta,"noun: cookie, biscuit, cracker.  "
5285,escucharon,"verb: listen, hear, listen to.  "
5286,chistoso,"adjective: funny, facetious, comical.  noun: joker, wit.  "
5287,anillos,"noun: ring, circlet.  "
5288,subió,"verb: upload, rise, go up.  "
5289,solar,"adjective: solar, Sun.  noun: plot, lot, building site.  verb: floor.  "
5290,píldoras,"noun: pill, pellet, tablet.  "
5291,pásame,pass me
5292,juegues,"verb: play, gamble, play around.  "
5293,grito,"noun: cry, shout, yell.  "
5294,enseñado,"adjective: taught, learned, trained.  "
5295,encontrarte,find you
5296,descubrimiento,"noun: discovery, finding, detection.  "
5297,consigues,"verb: get, achieve, obtain.  "
5298,clérigo,"noun: cleric, clergyman, priest.  "
5299,clásico,"adjective: classic, classical, vintage.  "
5300,batallas,"noun: battle, fighting.  "
5301,uses,"verb: use, wear, utilize.  "
5302,trates,"verb: treat, process, try on.  "
5303,marzo,noun: March.  abbreviation: Mar..  
5304,hechas,"verb: do, make, ask.  "
5305,fraude,"noun: fraud, deception, deceit.  "
5306,economía,"noun: economy, husbandry.  "
5307,disfrute,noun: enjoyment.  
5308,creerme,believe me
5309,costo,"noun: cost, charge.  "
5310,consiga,"verb: get, achieve, obtain.  "
5311,condena,noun: conviction.  
5312,bájate,Get down
5313,alivio,"noun: relief, alleviation, comfort.  "
5314,traerá,"verb: fetch, shed.  "
5315,quedaremos,"verb: stay, remain, keep.  "
5316,micrófono,"noun: microphone, mouthpiece.  "
5317,matemáticas,"noun: mathematics, maths.  "
5318,interesan,"verb: interest, appeal, attract.  "
5319,ida,"noun: going, departure.  "
5320,hueles,"verb: smell, sniff, scent.  "
5321,giro,"noun: turn, order, twirl.  "
5322,desgraciados,"adjective: unfortunate, miserable, unhappy.  noun: unfortunate, wretch, loser.  "
5323,arroz,noun: rice.  
5324,andan,"verb: walk, go, go around.  "
5325,unido,"adjective: united, joined, attached.  "
5326,traseros,"adjective: rear, back, rearward.  noun: rear, bottom, backside.  "
5327,torres,"noun: tower, turret, rook.  "
5328,seda,noun: silk.  
5329,engañando,"verb: deceive, fool, cheat.  "
5330,encuentres,"verb: find, meet, encounter.  "
5331,controles,"noun: control, check, grip.  "
5332,choque,"noun: shock, clash, crash.  "
5333,celos,noun: jealousy.  
5334,aclarar,"verb: clarify, clear, rinse.  "
5335,sentiría,"verb: feel, sense, regret.  "
5336,santuario,"noun: sanctuary, shrine, sanctum.  "
5337,queden,"verb: stay, remain, keep.  "
5338,piratas,"noun: pirate, rover, picaroon.  adjective: piratical.  "
5339,impulso,"noun: impulse, momentum, impetus.  "
5340,impedir,"verb: prevent, impede, keep.  "
5341,grita,"verb: scream, shout, cry.  "
5342,envíe,"verb: send, post, ship.  "
5343,entraste,"verb: enter, get in, come in.  "
5344,debieron,"verb: must, owe, job.  "
5345,creías,"verb: believe, think, trust.  "
5346,cobrar,"verb: charge, collect, receive.  "
5347,audición,"noun: hearing, audition.  "
5348,asesinados,adjective: murdered.  
5349,afueras,"noun: outskirts, suburbs, edge.  "
5350,tribu,"noun: tribe, clan.  "
5351,testamento,"noun: will, testament.  "
5352,postre,"noun: dessert, sweet, afters.  "
5353,paró,"noun: arrest, strike, stoppage.  "
5354,ópera,"noun: opera, opera house.  "
5355,falló,"noun: failure, ruling, judgment.  "
5356,estatal,"adjective: state, governmental, state-owned.  "
5357,esclavo,"noun: slave, thrall, bondman.  adjective: bond.  "
5358,déjate,let yourself
5359,costillas,noun: rib.  
5360,costará,"verb: cost, charge, set back.  "
5361,chistes,noun: jesting.  
5362,arreglaré,"verb: fix, arrange, settle.  "
5363,alcanza,"verb: reach, achieve, attain.  "
5364,valientes,"adjective: brave, courageous, valiant.  noun: brave, valiant, a devil of a fellow.  "
5365,privilegio,"noun: privilege, right, charter.  "
5366,orina,noun: urine.  
5367,jovencito,"noun: youngster, youngling.  "
5368,invasión,"noun: invasion, encroachment, infringement.  "
5369,estuvieran,"verb: be, stay, stand.  "
5370,estupideces,noun: crap.  
5371,encaja,adverb: in cash.  
5372,durará,"verb: last, endure, continue.  "
5373,descanse,"verb: rest, lie, repose.  "
5374,déjanos,leave us
5375,camas,"noun: bed, couch, sack.  "
5376,cables,"noun: cable, cord, wire.  "
5377,bárbara,noun: Barbara.  
5378,avanzando,"verb: advance, move, proceed.  "
5379,usualmente,usually
5380,sagrada,"adjective: sacred, holy, sacral.  "
5381,sable,"noun: saber, sable, broadsword.  "
5382,retírense,stand down
5383,retirada,"noun: withdrawal, retreat, retirement.  "
5384,psicópata,"noun: psychopath, psycho, psychotic.  "
5385,preocupo,"verb: worry, concern, trouble.  "
5386,plaga,"noun: plague, blight, bane.  "
5387,ohh,ooh
5388,malvada,"adjective: evil, wicked, tough.  noun: villain.  "
5389,existir,"verb: exist, be, occur.  "
5390,entendemos,"verb: understand, grasp, realize.  "
5391,bendito,"adjective: blessed, blest.  "
5392,arregla,"verb: fix, arrange, settle.  "
5393,supuestamente,adverb: professedly.  
5394,residente,"adjective: resident.  noun: resident, inmate, dweller.  "
5395,rescatar,"verb: rescue, redeem, recover.  "
5396,pesada,"verb: weigh, weigh out, weigh up.  "
5397,oímos,"verb: hear, listen, overhear.  "
5398,locas,"adjective: crazy, mad, out of one's mind.  noun: madman, zany, half-wit.  "
5399,llegarán,"verb: get, reach, arrive.  "
5400,hermanito,little brother
5401,hamburguesas,"noun: burger, hamburger.  "
5402,firmado,"verb: sign, ink, autograph.  "
5403,entrenar,"verb: train, coach, exercise.  "
5404,encendido,"adjective: on, glowing, fired.  noun: ignition, switching-on, lighting.  "
5405,disfruten,"verb: enjoy, delight, bask.  "
5406,deseaba,"verb: want, wish, desire.  "
5407,conocías,"verb: know, meet, learn.  "
5408,cambiaron,"verb: change, switch, shift.  "
5409,boxeo,"noun: boxing, box.  "
5410,autorizado,"adjective: authorized, licensed, official.  "
5411,armadura,"noun: armor, armature, frame.  "
5412,sobrevivió,"verb: outlast, keep alive.  "
5413,preocupados,"adjective: concerned, worried, preoccupied.  "
5414,ocasiones,"noun: chance, occasion, time.  "
5415,necesitarás,"verb: need, require, take.  "
5416,mutante,mutant
5417,músculos,"noun: muscle, brawn.  "
5418,mantienen,"verb: maintain, keep, hold.  "
5419,justa,"adjective: just, right, righteous.  "
5420,increíbles,"adjective: incredible, unbelievable, extraordinary.  "
5421,incómodo,"adjective: uncomfortable, awkward, inconvenient.  "
5422,harta,"adjective: jaded, sated, satiated.  "
5423,expedición,noun: expedition.  
5424,esfuerzos,"noun: striving, pains.  "
5425,directa,"adjective: direct, through, forthright.  "
5426,deberes,"noun: homework, schoolwork.  "
5427,contratado,adjective: contracted.  
5428,usé,"verb: use, wear, utilize.  "
5429,sentar,"verb: sit, set, seat.  "
5430,presentes,"adjective: present, current, actual.  noun: present, memento.  "
5431,mierdas,"noun: shit, crap, bullshit.  "
5432,merecen,"verb: deserve, merit, earn.  "
5433,llamaban,"verb: call, get, knock.  "
5434,ejecución,"noun: execution, implementation, performance.  "
5435,darás,"verb: give, yield, lend.  "
5436,créame,believe me
5437,busquemos,"verb: search, search for, look.  "
5438,afirmativo,"adjective: affirmative, positive, assertive.  noun: affirmative.  "
5439,admito,"verb: admit, accept, allow.  "
5440,talla,"noun: size, height, stature.  "
5441,rodeado,"adjective: surrounded, girded.  noun: girder.  "
5442,reparar,"verb: repair, make good, undo.  "
5443,quitó,"verb: remove, take away, take off.  "
5444,patada,"noun: kick, boot, punt.  "
5445,lea,verb: read.  
5446,jugado,"verb: play, gamble, play around.  "
5447,humilde,"adjective: humble, poor, low.  "
5448,encantó,"noun: charm, glamor, spell.  "
5449,encantará,"verb: love, enchant, delight.  "
5450,elefante,noun: elephant.  
5451,echaré,"verb: cast, throw, put.  "
5452,demostración,"noun: demonstration, show, proof.  "
5453,creación,"noun: creation, making, foundation.  "
5454,compañia,"noun: company, companionship, troupe.  "
5455,camaradas,"noun: comrade, pal, mate.  "
5456,bebido,"adjective: drunk, gassed, indulged.  "
5457,bata,"noun: coat, dressing gown, wrapper.  "
5458,soga,noun: rope.  
5459,signos,noun: ampersand.  
5460,sentirte,feel you
5461,póngase,put on
5462,perderé,"verb: lose, miss, waste.  "
5463,pegar,"verb: paste, stick, glue.  "
5464,ondas,"noun: waves, airwaves.  "
5465,mapas,"noun: map, chart, plat.  "
5466,mantenerte,keep you
5467,llenos,"adjective: filled, full, packed.  "
5468,intentes,"verb: try, attempt, intend.  "
5469,informar,"verb: inform, report, tell.  "
5470,independiente,"adjective: independent, self-contained, self-sufficient.  noun: independent, freelance.  "
5471,fuéramos,"verb: be, come, come of.  "
5472,encontrarnos,meet us
5473,distintas,"adjective: different, distinct, separate.  "
5474,conque,conjunction: so then.  adverb: so-and-so.  
5475,conozcas,"verb: know, meet, learn.  "
5476,cometa,"noun: kite, comet, box kite.  "
5477,acostado,"adjective: lying, lying down, recumbent.  "
5478,pentágono,noun: pentagon.  
5479,pensaría,"verb: think, reflect, ponder.  "
5480,galería,"noun: gallery, balcony, tunnel.  "
5481,duermo,"verb: sleep, slumber, doze.  "
5482,decepcionado,"adjective: disappointed, jaundiced.  "
5483,blancas,"adjective: white, target.  noun: white, blank, target.  "
5484,bajó,"adjective: low, lower, bass.  adverb: low, down, lower.  preposition: under, beneath, underneath.  noun: bass, bottom, basso.  "
5485,ausencia,"noun: absence, lack, absentia.  "
5486,asistencia,"noun: assistance, attendance, care.  "
5487,usaste,"verb: use, wear, utilize.  "
5488,suma,"noun: sum, amount, addition.  "
5489,ogro,noun: ogre.  
5490,griego,"adjective: Greek, Grecian.  noun: Greek, Grecian.  "
5491,caballería,"noun: cavalry, chivalry, horse.  "
5492,bondad,"noun: goodness, kindness, kindliness.  "
5493,bolsillos,noun: pocket.  
5494,avanzada,noun: outpost.  
5495,ancestros,ancestors
5496,alturas,"noun: height, altitude, rise.  "
5497,puño,"noun: fist, handle, hilt.  "
5498,otoño,"noun: autumn, fall.  "
5499,observar,"verb: observe, note, watch.  "
5500,mande,"verb: send, command, order.  "
5501,ligera,"adjective: light, lightweight, thin.  "
5502,iris,noun: iris.  
5503,horno,"noun: oven, furnace, kiln.  "
5504,grosero,"adjective: rude, gross, coarse.  noun: bounder, double chin.  "
5505,elementos,noun: elements.  
5506,debías,"verb: must, owe, job.  "
5507,culpo,"verb: blame, accuse, incriminate.  "
5508,comencemos,"verb: start, begin, commence.  "
5509,bebo,"verb: drink, imbibe, booze.  "
5510,veloz,"adjective: fast, speedy, fleet.  "
5511,telefónica,"adjective: telephone, telephonic.  "
5512,tatuaje,noun: tattoo.  
5513,sácalo,get it out
5514,resuelto,"adjective: resolved, determined, decided.  "
5515,quedaría,"verb: stay, remain, keep.  "
5516,pais,"noun: country, land.  "
5517,nocturno,"adjective: night, nightly, nocturnal.  noun: nocturne.  "
5518,líquido,"adjective: liquid, fluid, net.  noun: liquid, net payment.  "
5519,filas,"noun: row, line, rank.  "
5520,estes,noun: east.  
5521,espías,"noun: spy, spook, snooper.  "
5522,especialidad,"noun: specialty, specialism, special field.  "
5523,aves,"noun: bird, fowl.  "
5524,amables,"adjective: friendly, kind, nice.  "
5525,uniformes,"noun: uniform, regimentals, undress.  adjective: even, uniformed, regular.  "
5526,sentirlo,feel it
5527,retrocede,"verb: back, go back, move back.  "
5528,reconocer,"verb: recognize, acknowledge, admit.  "
5529,rebelde,"noun: rebel, insurgent.  adjective: rebellious, insurgent, refractory.  "
5530,plena,"adjective: full, plenary, complete.  noun: plenary session.  "
5531,pervertido,"adjective: perverted, deviant.  noun: pervert.  "
5532,obedecer,"verb: obey, take orders.  "
5533,mentido,"verb: lie, tell a lie, prevaricate.  "
5534,matara,"verb: fuse, fuze.  "
5535,llamarla,call her
5536,jade,"noun: jade, nephrite.  "
5537,entienda,"verb: understand, grasp, realize.  "
5538,ego,noun: ego.  
5539,echó,"verb: cast, throw, put.  "
5540,considero,"verb: consider, regard, account.  "
5541,cobardes,"adjective: coward, cowardly, craven.  noun: coward, craven, quitter.  "
5542,césped,"noun: lawn, grass, turf.  "
5543,capullo,"noun: cocoon, bud, pod.  "
5544,baños,"noun: toilets, bathing.  "
5545,supervivencia,noun: survival.  
5546,soñado,"adjective: ideal, exalted, make-believe.  "
5547,separados,"adjective: separate, asunder, detached.  "
5548,respirando,"verb: breathe, respire.  "
5549,negras,"adjective: black, dark, raven.  noun: black, ebony, gloom.  "
5550,infantería,noun: infantry.  
5551,identificado,adjective: identified.  
5552,honesta,"adjective: honest, decent, upright.  "
5553,hambriento,"adjective: hungry, starving, ravenous.  noun: starveling.  "
5554,escribo,"verb: write, spell, write out.  "
5555,despedirme,say goodbye
5556,demos,"verb: give, yield, lend.  "
5557,cortesía,"noun: courtesy, politeness, civility.  "
5558,colonia,"noun: colony, settlement, suburb.  "
5559,ayudes,"verb: help, assist, aid.  "
5560,amiguito,noun: chum.  
5561,alfa,noun: alpha.  
5562,temen,"verb: fear, dread, apprehend.  "
5563,suéltenme,let me go
5564,sensacional,"adjective: sensational, thrilling, lurid.  "
5565,sacarle,take him out
5566,prostitutas,"noun: prostitute, whore, hooker.  "
5567,pondrás,"verb: put, add, place.  "
5568,literalmente,"adverb: literally, verbatim, literatim.  "
5569,licor,"noun: liqueur, spirit.  "
5570,juzgar,"verb: judge, assess, adjudicate.  "
5571,equilibrio,"noun: balance, equilibrium, equilibration.  "
5572,envíen,"verb: send, post, ship.  "
5573,entregado,"adjective: committed, devoted.  "
5574,corazon,"noun: heart, center, core.  "
5575,consulta,"noun: consultation, conference.  "
5576,boxeador,noun: boxer.  
5577,bahía,noun: bay.  
5578,usen,"verb: use, wear, utilize.  "
5579,taller,"noun: workshop, studio, garage.  "
5580,rompiste,"verb: break, break down, smash.  "
5581,quitaron,"verb: remove, take away, take off.  "
5582,patatas,"noun: potato, spud.  "
5583,operar,verb: work.  
5584,mochila,"noun: backpack, pack, rucksack.  "
5585,interesada,"adjective: interested, concerned, selfish.  "
5586,inspiración,"noun: inspiration, afflatus, uplift.  "
5587,explicaré,"verb: explain, account for, explicate.  "
5588,estuviese,"verb: be, stay, stand.  "
5589,enero,noun: January.  abbreviation: Jan..  
5590,cumple,"verb: comply, fulfill, accomplish.  "
5591,claudia,Claudia
5592,lógico,"adjective: logical, logic, rational.  noun: logician, coherer.  "
5593,islas,"noun: island, isle.  "
5594,insignificante,"adjective: insignificant, small, trifling.  "
5595,hermandad,"noun: sisterhood, fraternity, craftiness.  "
5596,goma,"noun: rubber, gum, rubber band.  "
5597,franco,"noun: franc.  adjective: frank, open, candid.  "
5598,duermes,"verb: sleep, slumber, doze.  "
5599,chimenea,"noun: hearth, smokestack, pipe.  "
5600,trataron,"verb: treat, process, try on.  "
5601,tardará,"verb: delay, be slow, linger.  "
5602,sábanas,sheets
5603,polo,"noun: pole, polo, polo shirt.  "
5604,podia,"verb: be able to, can, may.  "
5605,perspectiva,"noun: perspective, prospect, outlook.  "
5606,papás,noun: chip.  
5607,ministerio,"noun: ministry, office, department.  "
5608,gesto,"noun: gesture, sign, face.  "
5609,fumando,verb: smoke.  
5610,disfrutando,"verb: enjoy, delight, bask.  "
5611,debas,"verb: must, owe, job.  "
5612,culpar,"verb: blame, accuse, incriminate.  "
5613,atreve,dare
5614,arriesgar,"verb: risk, jeopardize, hazard.  "
5615,arabia,saudi
5616,vital,"adjective: vital, life.  "
5617,túneles,noun: tunnel.  
5618,transferencia,"noun: transfer, transference.  "
5619,suicidó,committed suicide
5620,sucios,"adjective: dirty, unclean, grubby.  "
5621,seguida,"noun: normal way, proper rhythm, habitual speed.  "
5622,regresamos,"verb: return, go back, come back.  "
5623,recibirá,"verb: receive, get, welcome.  "
5624,oculto,"adjective: hidden, occult, unseen.  "
5625,honorable,"adjective: honorable, worshipful, honourable.  "
5626,hmm,hmm
5627,generaciones,noun: generation.  
5628,escolar,"adjective: school, academic, academical.  noun: scholastic, schoolboy.  "
5629,dámela,give it to me
5630,controlado,"adjective: checked, sparing.  "
5631,constantemente,"adverb: constantly, continually, forever.  "
5632,cheques,"noun: check, cheque.  "
5633,bromeo,"verb: joke, banter, jest.  "
5634,australia,noun: Australia.  
5635,asegurarnos,make sure
5636,apetito,"noun: appetite, relish.  "
5637,vivió,"verb: live, live on, reside.  "
5638,vías,"noun: track, way, line.  "
5639,piden,"verb: ask, request, ask for.  "
5640,órbita,"noun: orbit, socket, path.  "
5641,manzanas,"noun: apple, block, square.  "
5642,interesantes,"adjective: interesting, intriguing, cool.  "
5643,herir,"verb: hurt, injure, wound.  "
5644,exámenes,"noun: examination, review, exam.  "
5645,enfadada,"adjective: angry, cross, vexed.  "
5646,cuadras,noun: riding stables.  
5647,cometí,"verb: commit, make, foul.  "
5648,colorado,"adjective: red, colored, scarlet.  "
5649,asia,noun: Asia.  
5650,término,"noun: term, end, word.  "
5651,síndrome,noun: syndrome.  
5652,refrigerador,noun: refrigerator.  
5653,ofrezco,"verb: offer, give, present.  "
5654,mentiste,"verb: lie, tell a lie, prevaricate.  "
5655,mecanismo,"noun: mechanism, machinery, device.  "
5656,manejarlo,handle it
5657,especialista,"noun: specialist, expert, stuntman.  "
5658,dejarlos,leave them
5659,crucero,"noun: cruise, cruiser, transept.  "
5660,avísame,let me know
5661,ardiendo,"adjective: ablaze, afire.  adverb: afire, alight.  "
5662,saludar,"verb: greet, salute, hail.  "
5663,papito,noun: daddy.  
5664,oficio,"noun: job, office, trade.  "
5665,metieron,"verb: put, insert, place.  "
5666,estadounidenses,Americans
5667,divertirnos,have fun
5668,cuentan,"verb: count, tell, reckon.  "
5669,toneladas,"noun: ton, tonne.  "
5670,tobillo,noun: ankle.  
5671,técnico,"adjective: technical.  noun: technician, expert, repairman.  "
5672,saudita,saudi
5673,salvador,"noun: savior, rescuer, saver.  "
5674,sabré,"verb: know, realize, taste.  "
5675,presta,"verb: lend, give, render.  "
5676,ordenar,"verb: order, sort, arrange.  "
5677,naciste,"verb: be born, rise, come into being.  "
5678,mostró,"verb: show, display, exhibit.  "
5679,moderna,"adjective: modern, hip, up-to-date.  "
5680,mito,"noun: myth, legend, tale.  "
5681,juramento,"noun: oath, vow, sacrament.  "
5682,garras,"noun: claws, jaws, grasp.  "
5683,consejero,"noun: counselor, adviser, councilor.  "
5684,confusión,"noun: confusion, turmoil, mess.  "
5685,aguarda,"verb: wait, await, expect.  "
5686,vuestras,pronoun: your.  
5687,ventas,"noun: sale, sales, disposal.  "
5688,sirviente,"noun: servant, attendant.  "
5689,sierra,"noun: saw, sierra, mountain range.  "
5690,serios,"adjective: serious, earnest, severe.  "
5691,pónganse,put on
5692,perderte,lose you
5693,juegan,"verb: play, gamble, play around.  "
5694,indicado,"adjective: indicated, suitable, right.  "
5695,entrenado,adjective: trained.  
5696,enteré,"verb: pay, tell, become acquainted.  "
5697,enhorabuena,noun: congratulations.  
5698,cuba,"noun: tub, barrel, cask.  "
5699,cruce,"noun: crossing, cross, junction.  "
5700,crean,"verb: create, make, set up.  "
5701,contarme,tell me
5702,cancelar,"verb: cancel, write off, call off.  "
5703,callar,"verb: shut up, keep quiet, quieten.  "
5704,aceptarlo,accept it
5705,suite,noun: suite.  
5706,soñar,verb: dream.  
5707,provisiones,"noun: provisions, groceries, supply.  "
5708,preferido,"adjective: favorite, chosen, favourite.  "
5709,normas,"noun: rule, norm, policy.  "
5710,mientas,"verb: lie, tell a lie, prevaricate.  "
5711,mandé,"verb: send, command, order.  "
5712,mandado,"adjective: leaded, drafted.  noun: order, commission.  "
5713,llámeme,call me
5714,huella,"noun: footprint, mark, trace.  "
5715,gilipollas,"noun: asshole, ass, idiot.  "
5716,fingiendo,"verb: pretend, fake, feign.  "
5717,eterno,"adjective: eternal, everlasting, timeless.  "
5718,escopeta,"noun: shotgun, gun.  "
5719,divertirse,"verb: enjoy, sport, frolic.  "
5720,distintos,"adjective: different, distinct, separate.  "
5721,desesperado,"adjective: desperate, hopeless, in despair.  noun: last ditch.  "
5722,bailarina,"noun: ballerina, dancing girl.  "
5723,alimentar,"verb: feed, nourish, nurture.  "
5724,adora,"verb: worship, adore, dote.  "
5725,simpático,"adjective: sympathetic, friendly, nice.  "
5726,ridícula,"adjective: ridiculous, ridicule, ludicrous.  "
5727,respetar,"verb: respect, honor, tolerate.  "
5728,rabia,"noun: rage, rabies, madness.  "
5729,presentó,"verb: present, submit, introduce.  "
5730,poderosos,"adjective: powerful, mighty, potent.  "
5731,pito,"noun: whistle, beep, prick.  "
5732,perla,"noun: pearl, bead.  "
5733,pendiente,"noun: slope, earring, pendant.  adjective: pending, outstanding, pendant.  "
5734,maestros,"adjective: master, masterful, expert.  noun: master, teacher, maestro.  "
5735,humanas,"adjective: human, humane.  "
5736,estare,"verb: be, stay, stand.  "
5737,escuchame,listen to me
5738,entere,"verb: pay, tell, become acquainted.  "
5739,bésame,kiss Me
5740,suicida,noun: suicide.  adjective: suicidal.  
5741,suelten,"verb: drop, release, loosen.  "
5742,sobrina,noun: niece.  
5743,presentarte,introduce you
5744,padrino,"noun: godfather, sponsor, second.  "
5745,fractura,"noun: fracture, breakage.  "
5746,explicarte,explain to you
5747,escuches,"verb: listen, hear, listen to.  "
5748,envío,"noun: shipping, sending, shipment.  "
5749,enterrar,"verb: bury, inter, grave.  "
5750,destrozado,"adjective: torn apart, wasted, shot.  "
5751,dejarle,leave him
5752,condicional,"adjective: conditional, conditioning, provisory.  "
5753,cometió,"verb: commit, make, foul.  "
5754,avergonzado,"adjective: ashamed, embarrassed, abashed.  "
5755,artículos,"noun: articles, goods, manufactures.  "
5756,amenazas,noun: sabre-rattling.  
5757,victima,"noun: victim, sufferer, casualty.  "
5758,val,ok
5759,símbolos,"noun: symbol, sign, emblem.  "
5760,saltó,"noun: jump, leap, hop.  "
5761,repetir,"verb: repeat, echo, replay.  "
5762,pelos,"noun: hair, pile, coat.  "
5763,organizado,"adjective: organized, arranged.  "
5764,novato,"noun: rookie, freshman, newcomer.  adjective: new, green, raw.  "
5765,localizar,"verb: locate, localize, trace.  "
5766,lindas,"adjective: cute, nice, beautiful.  "
5767,intentan,"verb: try, attempt, intend.  "
5768,estara,"verb: be, stay, stand.  "
5769,enamorados,"adjective: in love, enamored, enamoured.  noun: admirer, valentine.  "
5770,discutiendo,"verb: discuss, argue, debate.  "
5771,cajón,"noun: drawer, crate, bin.  "
5772,aliados,noun: ally.  adjective: allied.  
5773,águila,"noun: eagle, eagle hawk.  "
5774,sugiere,"verb: suggest, prompt, come up with.  "
5775,sexto,adjective: sixth.  noun: sixth.  : sixth.  
5776,retirarse,"verb: withdraw, retire, retreat.  "
5777,reciente,"adjective: recent, new, fresh.  "
5778,protector,"adjective: protective, protecting, patronizing.  noun: protector, guardian, defender.  "
5779,presos,"noun: prisoner, inmate.  "
5780,pidieron,"verb: ask, request, ask for.  "
5781,mide,"verb: measure, gauge, measure out.  "
5782,materia,"noun: matter, material, stuff.  "
5783,hueón,dude
5784,gentil,"adjective: gentile, genteel, graceful.  noun: gentile.  "
5785,evidente,"adjective: evident, obvious, apparent.  "
5786,enlace,"noun: link, bond, liaison.  "
5787,dorado,"adjective: golden, gilded, gilt.  noun: dorado, gilding, gold-plating.  "
5788,discúlpenme,excuse me
5789,dejare,"verb: leave, let, stop.  "
5790,conclusión,"noun: conclusion, end, ending.  "
5791,competir,"verb: compete, race.  "
5792,auténtico,"adjective: authentic, real, genuine.  "
5793,anuncios,"noun: ad, advert, announcement.  "
5794,afortunadamente,"adverb: fortunately, happily.  "
5795,siesta,"noun: nap, siesta.  "
5796,sentidos,"noun: sense, meaning, senses.  adjective: felt, heartfelt.  "
5797,principales,"adjective: main, principal, leading.  noun: principal, chief, head.  "
5798,mátame,kill me
5799,hallé,"verb: find, find out, discover.  "
5800,girar,"verb: turn, rotate, spin.  "
5801,extraterrestre,"adjective: extraterrestrial, otherworldly.  noun: alien.  "
5802,egipto,noun: Egypt.  
5803,canciller,noun: chancellor.  
5804,valores,"noun: values, securities, stock.  "
5805,recibiste,"verb: receive, get, welcome.  "
5806,quítense,take off
5807,protocolo,noun: protocol.  
5808,preocuparme,worry
5809,pacto,"noun: covenant, pact, agreement.  "
5810,módulo,"noun: module, modulus.  "
5811,inteligentes,"adjective: intelligent, smart, clever.  "
5812,imaginaba,"verb: imagine, think, figure.  "
5813,huracán,noun: hurricane.  
5814,dejaba,"verb: leave, let, stop.  "
5815,canales,"noun: channel, canal, trough.  "
5816,buscaremos,"verb: search, search for, look.  "
5817,botellas,noun: bottle.  
5818,billones,trillions
5819,atraparlo,catch him
5820,arrestar,verb: arrest.  
5821,acento,noun: accent.  
5822,accidentes,"noun: accident, wreck, mishap.  "
5823,vientre,"noun: belly, stomach, abdomen.  "
5824,tomaría,"verb: take, have, drink.  "
5825,timón,"noun: rudder, helm, wheel.  "
5826,tabla,"noun: table, chart, board.  "
5827,sacando,"verb: take, get, draw.  "
5828,pintar,"verb: paint, color, depict.  "
5829,particularmente,"adverb: particularly, in particular, specially.  "
5830,palma,"noun: palm, palm leaf.  "
5831,organizar,"verb: organize, arrange, host.  "
5832,llevarán,"verb: carry, take, bring.  "
5833,llamaría,"verb: call, get, knock.  "
5834,irlandés,"adjective: Irish, Hibernian, Milesian.  noun: Irish, Irishman, Hibernian.  "
5835,esperes,"verb: wait, expect, wait for.  "
5836,crecí,"verb: grow, grow up, increase.  "
5837,as,noun: ace.  
5838,agarró,"noun: grab, grasp, hold.  "
5839,voluntario,"adjective: voluntary, self-inflicted.  noun: volunteer.  "
5840,vivirá,"verb: live, live on, reside.  "
5841,vigilar,"verb: watch, guard, watch over.  "
5842,vestíbulo,"noun: lobby, vestibule, hall.  "
5843,soltar,"verb: drop, release, loosen.  "
