,word,translation
1244,capaz,"adjective: able, capable, competent.  "
1245,verme,see me
1246,beber,"verb: drink, imbibe, booze.  "
1247,velocidad,"noun: speed, rate, velocity.  "
1248,darte,to give you
1249,llevas,"verb: carry, take, bring.  "
1250,partido,"noun: party, match, game.  adjective: split.  "
1251,estuviera,"verb: be, stay, stand.  "
1252,dia,noun: day.  abbreviation: d..  
1253,opinión,"noun: opinion, view, mind.  "
1254,irte,go away
1255,cocina,"noun: kitchen, cuisine, cooking.  "
1256,abrir,"verb: open, open up, start.  "
1257,perros,"noun: dog, pooch.  "
1258,tambien,"adverb: also, too, as well.  "
1259,sepa,"verb: know, realize, taste.  "
1260,pareces,"verb: seem, appear, look like.  "
1261,escribir,"verb: write, spell, write out.  "
1262,golpe,"noun: blow, coup, hit.  "
1263,tenia,noun: tapeworm.  
1264,alta,"adjective: high, tall, upper.  "
1265,estados,"noun: state, status, condition.  "
1266,tocar,"verb: touch, play, perform.  "
1267,vuelvo,"verb: return, go back, come back.  "
1268,habían,verb: have.  
1269,ganas,"verb: win, earn, gain.  "
1270,hacerte,make you
1271,dejo,"noun: tinge, trace, taste.  "
1272,volvió,"verb: return, go back, come back.  "
1273,ejemplo,"noun: example, instance, illustration.  "
1274,contar,"verb: count, tell, reckon.  "
1275,tenían,"verb: have, keep, own.  "
1276,propósito,"noun: purpose, aim, intention.  "
1277,entiende,"verb: understand, grasp, realize.  "
1278,empieza,interjection: Go to it!.  
1279,anillo,"noun: ring, circlet.  "
1280,londres,noun: London.  
1281,tendría,"verb: have, keep, own.  "
1282,pedir,"verb: ask, request, ask for.  "
1283,estilo,"noun: style, design, look.  "
1284,ayudarme,help me
1285,pista,"noun: track, runway, clue.  "
1286,cambiado,"adjective: interchanged, turned, distorted.  "
1287,escapar,"verb: escape, get away, flee.  "
1288,eeuu,"abbreviation: USA, US.  "
1289,encontró,"verb: find, meet, encounter.  "
1290,espíritu,"noun: spirit, mind, spirits.  "
1291,viejos,noun: aged.  
1292,molesta,"adjective: annoying, troublesome, bothersome.  "
1293,nota,"noun: note, notice, footnote.  "
1294,diferencia,"noun: difference, contrast, gap.  "
1295,tratar,"verb: treat, process, try on.  "
1296,precio,"noun: price, rate, cost.  "
1297,caballero,"noun: gentleman, knight, sir.  "
1298,sirve,"verb: serve, help, do.  "
1299,alegra,"verb: gladden, enliven, rejoice.  "
1300,doble,"adjective: double, twofold.  noun: double, duplex, knell.  "
1301,agradable,"adjective: nice, pleasant, enjoyable.  "
1302,embargo,"noun: embargo, seizure, attachment.  "
1303,tengan,"verb: have, keep, own.  "
1304,tuvimos,"verb: have, keep, own.  "
1305,sube,"interjection: Hop on!, Jump in!.  "
1306,estén,"verb: be, stay, stand.  "
1307,mami,Mommy
1308,emergencia,noun: emergency.  
1309,cuello,"noun: neck, collar.  "
1310,boda,"noun: wedding, marriage.  "
1311,aprender,"verb: learn, pick up, acquire.  "
1312,té,noun: tea.  
1313,informe,"noun: report, information, dossier.  adjective: formless, shapeless.  "
1314,blanca,"noun: half note, minim.  "
1315,experiencia,"noun: experience, experiment, skill.  "
1316,debía,"verb: must, owe, job.  "
1317,podido,"verb: be able to, can, may.  "
1318,mentira,"noun: lie, falsehood, untruth.  "
1319,director,"noun: director, manager, principal.  "
1320,mata,"noun: bush, clump, shrub.  "
1321,exacto,"adjective: exact, accurate, precise.  "
1322,déjalo,interjection: Save it!.  
1323,defensa,"noun: defense, fender, guard.  "
1324,tuviste,"verb: have, keep, own.  "
1325,confiar,"verb: trust, rely, entrust.  "
1326,color,"noun: color, flush, hue.  "
1327,hacerle,make him
1328,aquel,adjective: that.  
1329,conocí,"verb: know, meet, learn.  "
1330,probar,"verb: try, test, prove.  "
1331,príncipe,noun: prince.  
1332,irá,"noun: anger, wrath, rage.  "
1333,despacio,"adverb: slowly, slow, gently.  "
1334,tiro,"noun: shot, throw, hit.  "
1335,vacaciones,"noun: holidays, vacation, recess.  "
1336,perdió,"verb: lose, miss, waste.  "
1337,fondo,"noun: background, bottom, fund.  "
1338,verde,"adjective: green, verdant, greeny.  noun: green.  "
1339,parecen,"verb: seem, appear, look like.  "
1340,mama,"noun: momma, mamma, mammary gland.  "
1341,bienvenida,"noun: welcome, greeting.  "
1342,opción,"noun: option, choice.  "
1343,operación,"noun: operation, transaction, motion.  "
1344,hablado,adjective: oral.  
1345,traer,"verb: bring, bring in, get.  "
1346,principal,"adjective: main, principal, leading.  noun: principal, chief, head.  "
1347,demonio,"noun: demon, devil, daemon.  "
1348,zapatos,"noun: shoes, shoe leather.  "
1349,leo,verb: read.  
1350,respecto,"noun: respect, regard.  "
1351,nuevos,"adjective: new, fresh, further.  "
1352,especie,"noun: species, kind, sort.  "
1353,pidió,"verb: ask, request, ask for.  "
1354,éxito,"noun: success, hit, achievement.  "
1355,cabrón,"noun: bastard, asshole, ass.  "
1356,mírame,Look at me
1357,piernas,"noun: leg, haunch.  "
1358,unidad,"noun: unit, unity, oneness.  "
1359,hielo,"noun: ice, frost.  "
1360,llegamos,"verb: get, reach, arrive.  "
1361,déjeme,let me
1362,debí,"verb: must, owe, job.  "
1363,vendrá,"verb: come, come round, come through.  "
1364,matrimonio,"noun: marriage, matrimony, wedlock.  "
1365,habías,verb: have.  
1366,podrá,"verb: be able to, can, may.  "
1367,piel,"noun: skin, fur, leather.  "
1368,preocupa,"verb: worry, concern, trouble.  "
1369,quedarme,stay
1370,mio,pronoun: mine.  
1371,tuviera,"verb: have, keep, own.  "
1372,tiempos,noun: time.  
1373,quienes,who
1374,oiga,"interjection: Listen!, Hello!, Hullo!.  "
1375,últimos,"adjective: last, latest, latter.  noun: last.  "
1376,oigan,"verb: hear, listen, overhear.  "
1377,fuimos,"verb: be, come, come of.  "
1378,arte,"noun: art, craft, artistry.  "
1379,necesitaba,"verb: need, require, take.  "
1380,quiénes,Who is it
1381,común,"adjective: common, mutual, ordinary.  noun: community, commonalty.  "
1382,intentando,"verb: try, attempt, intend.  "
1383,llevaré,"verb: carry, take, bring.  "
1384,levántate,"interjection: Get up!, Stand up!.  "
1385,correr,"verb: run, flow, hurry.  "
1386,brillante,"adjective: bright, brilliant, shiny.  noun: brilliant, diamond, flashing.  "
1387,calor,"noun: heat, warmth, warm.  "
1388,planes,"noun: plan, design, arrangement.  "
1389,dra,dr
1390,visita,"noun: visit, visitor, stay.  "
1391,presión,"noun: pressure, press, stress.  "
1392,pared,noun: wall.  
1393,esperanza,"noun: hope, expectation, promise.  "
1394,completo,"adjective: full, complete, entire.  "
1395,subir,"verb: upload, rise, go up.  "
1396,cansado,"adjective: tired, weary, tiresome.  "
1397,llame,"verb: call, get, knock.  "
1398,recordar,"verb: remember, recall, remind.  "
1399,trampa,"noun: trap, cheating, snare.  "
1400,monstruo,"noun: monster, freak, giant.  "
1401,bajar,"verb: lower, get off, go down.  "
1402,pierna,"noun: leg, haunch.  "
1403,señores,abbreviation: Messrs.  noun: messieurs.  
1404,tomó,"noun: volume, tome.  "
1405,pasará,"verb: proceed, adjourn to, foretaste.  "
1406,mataste,"verb: kill, slay, murder.  "
1407,grandioso,"adjective: grand, grandiose, lofty.  "
1408,socio,"noun: partner, member, associate.  "
1409,herido,"adjective: wounded, injured, lacerated.  noun: injured, injured man.  "
1410,cayó,it fell
1411,fuerzas,noun: armaments.  
1412,cine,"noun: cinema, movies, movie theater.  "
1413,escena,"noun: scene, stage, setting.  "
1414,tía,"noun: aunt, auntie, aunty.  "
1415,dando,"verb: give, yield, lend.  "
1416,puntos,noun: stitching.  
1417,teníamos,"verb: have, keep, own.  "
1418,dejaste,"verb: leave, let, stop.  "
1419,muévete,"interjection: Hurry up!, Look alive!.  "
1420,larga,noun: length.  
1421,solía,verb: be wont to.  
1422,tema,"noun: theme, topic, subject.  "
1423,preparado,"adjective: prepared, ready, trained.  noun: preparation, extract.  "
1424,depende,verb: depend.  
1425,policías,"noun: police, policeman, cop.  "
1426,solos,adjective: unique.  
1427,matarme,kill me
1428,pon,"verb: put, add, place.  "
1429,hubiese,verb: have.  
1430,bebe,"noun: baby, babe, nurseling.  "
1431,tanta,adjective: such.  
1432,oeste,adjective: westerly.  
1433,parís,noun: Paris.  
1434,viento,"noun: wind, breeze, draught.  "
1435,jóvenes,"noun: young, young people, youth.  "
1436,hacerme,make me
1437,asiento,"noun: seat, seating, chair.  "
1438,estupendo,"adjective: great, super, wonderful.  "
1439,caminar,"verb: walk, go, trot.  "
1440,juicio,"noun: judgment, trial, mind.  "
1441,creerlo,believe it
1442,carga,"noun: load, charge, burden.  "
1443,tranquila,"adjective: quiet, tranquil, peaceful.  "
1444,banda,"noun: band, side, strip.  "
1445,estarán,"verb: be, stay, stand.  "
1446,animal,"adjective: animal.  noun: animal, beast.  "
1447,escuchen,"verb: listen, hear, listen to.  "
1448,encontraron,"verb: find, meet, encounter.  "
1449,dejas,"verb: leave, let, stop.  "
1450,tarjeta,noun: card.  
1451,ibas,"verb: go, be, head.  "
1452,podrás,"verb: be able to, can, may.  "
1453,nueve,"noun: nine, ninth.  : nine.  "
1454,seguramente,"adverb: surely, safely, most probably.  "
1455,volverá,"verb: renew, recur, hark back to.  "
1456,majestad,"noun: majesty, queenliness.  "
1457,llena,"adjective: filled, full, packed.  "
1458,caer,"verb: fall, drop, fall down.  "
1459,aeropuerto,noun: airport.  
1460,vayamos,"verb: go, be, head.  "
1461,acabado,"noun: finish.  adjective: finished, complete, played-out.  adverb: all over.  "
1462,sigo,"verb: follow, continue, keep.  "
1463,enorme,"adjective: huge, enormous, massive.  "
1464,área,noun: area.  
1465,muevas,"verb: move, shift, shake.  "
1466,haberlo,have it
1467,dejen,"verb: leave, let, stop.  "
1468,ridículo,"adjective: ridiculous, ridicule, ludicrous.  "
1469,reloj,"noun: clock, watch, timepiece.  "
1470,hagamos,"verb: do, make, ask.  "
1471,flores,"noun: flower, blossom, bloom.  "
1472,mapa,"noun: map, chart, plat.  "
1473,culpable,"adjective: guilty, culpable, blameworthy.  noun: culprit, offender, causer.  "
1474,cuentas,noun: beading.  
1475,pareja,"noun: couple, partner, pair.  "
1476,tomando,"verb: take, have, drink.  "
1477,laboratorio,"noun: laboratory, lab.  "
1478,beso,"noun: kiss, peck, osculation.  "
1479,empezó,"verb: start, begin, get.  "
1480,pedí,"verb: ask, request, ask for.  "
1481,nariz,"noun: nose, nostril.  "
1482,cuestión,"noun: question, issue, point.  "
1483,terminó,"noun: term, end, word.  "
1484,vengo,"verb: come, come round, come through.  "
1485,perdona,"verb: forgive, pardon, spare.  "
1486,acuerdas,"verb: agree, agree on, arrange.  "
1487,verano,"noun: summer, summertime.  "
1488,prefiero,"verb: prefer, favor, like better.  "
1489,peso,"noun: weight, weighing, peso.  "
1490,oscuridad,"noun: darkness, dark, obscurity.  "
1491,diferentes,"adjective: different, distinct, various.  "
1492,cliente,"noun: customer, client, patron.  "
1493,cuántas,how many
1494,televisión,abbreviation: TV.  noun: television.  
1495,suya,"pronoun: his, yours, hers.  "
1496,prensa,"noun: press, printing press, printing machine.  "
1497,vistazo,"noun: look, glance, browse.  "
1498,inmediatamente,"adverb: immediately, right away, at once.  "
1499,solamente,"adverb: only, just, alone.  "
1500,gordo,"adjective: fat, thick, plump.  noun: fatso.  "
1501,quedarse,"verb: stay, remain, stick around.  "
1502,posibilidad,"noun: possibility, chance, likelihood.  "
1503,medicina,"noun: medicine, medicament, mixture.  abbreviation: med..  "
1504,malditos,"adjective: damn, fucking, cursed.  "
1505,pantalones,"noun: pants, trousers, breeches.  "
1506,mataron,"verb: kill, slay, murder.  "
1507,ayude,"verb: help, assist, aid.  "
1508,podremos,"verb: be able to, can, may.  "
1509,locos,"adjective: crazy, mad, out of one's mind.  noun: madman, zany, half-wit.  "
1510,nombres,"noun: name, noun, forename.  "
1511,parecer,"verb: seem, appear, look like.  noun: opinion, mind, judgment.  "
1512,américa,noun: America.  
1513,definitivamente,definitely
1514,cinta,"noun: tape, ribbon, film.  "
1515,desea,"verb: want, wish, desire.  "
1516,brazos,"noun: arm, armrest, sail-arm.  "
1517,asuntos,"noun: matter, issue, case.  "
1518,riesgo,"noun: risk, hazard, venture.  "
1519,escuché,"verb: listen, hear, listen to.  "
1520,lugares,"noun: place, site, spot.  "
1521,cuento,"noun: story, tale, fairy tale.  "
1522,noticia,"noun: news, news item, report.  "
1523,dígame,tell me
1524,decirlo,say it
1525,tonterías,"noun: foolishness, bullshit, rubbish.  "
1526,sentimientos,"noun: feeling, sentiment, feel.  "
1527,objetivo,"adjective: objective, factual, realistic.  noun: objective, goal, target.  "
1528,pasada,"noun: pass, turn, passade.  "
1529,arreglar,"verb: fix, arrange, settle.  "
1530,casado,"adjective: married, wedded.  "
1531,bote,"noun: boat, pot, canister.  "
1532,roja,"adjective: red, ruddy, ginger.  noun: red.  "
1533,leyes,"noun: law, act, statute.  "
1534,millón,adjective: million.  : million.  
1535,árbol,noun: tree.  
1536,hable,"verb: talk, speak, chat.  "
1537,proyecto,"noun: project, plan, scheme.  "
1538,nervioso,"adjective: nervous, nerve, edgy.  "
1539,lana,"noun: wool, fleece, Berlin wool.  "
1540,salido,"adjective: left, departed, issued.  "
1541,pedazo,"noun: piece, chunk, hunk.  "
1542,malas,"adjective: bad, wrong, evil.  noun: villain.  "
1543,joder,"verb: fuck, screw, fuck up.  noun: fucking.  "
1544,humana,"adjective: human, humane.  "
1545,absolutamente,"adverb: absolutely, quite, completely.  "
1546,evitar,"verb: avoid, prevent, avert.  "
1547,corriendo,"adverb: at a run, at the double.  "
1548,bala,"noun: bullet, bale, shot.  "
1549,vosotros,"pronoun: you, yourselves.  "
1550,despues,"adverb: after, then, later.  "
1551,debido,"adjective: due, owing, right.  "
1552,confianza,"noun: confidence, trust, reliance.  "
1553,especialmente,"adverb: especially, particularly, specially.  "
1554,intenta,"verb: try, attempt, intend.  "
1555,pequeños,"adjective: small, little, short.  noun: child, dwarf, juniper.  "
1556,paga,"noun: pay, pay-packet.  "
1557,ganado,"noun: cattle, livestock, stock.  adjective: taken, landed.  "
1558,ama,"noun: landlady, madame.  "
1559,limpio,"adjective: clean, fair, clear.  adverb: fairly.  noun: frank.  "
1560,comenzar,"verb: start, begin, commence.  "
1561,ángeles,noun: angel.  
1562,robots,noun: robot.  
1563,lleve,"verb: carry, take, bring.  "
1564,ruido,"noun: noise, sound, din.  "
1565,preocupe,"verb: worry, concern, trouble.  "
1566,belleza,"noun: beauty, lovely, pulchritude.  "
1567,salgan,"verb: leave, get out, go out.  "
1568,come,"verb: eat, lunch, meal.  "
1569,verá,"noun: edge, verge, border.  "
1570,deberían,"verb: must, owe, job.  "
1571,líder,noun: leader.  
1572,preguntar,"verb: ask, inquire, question.  "
1573,inocente,"adjective: innocent, naive, guiltless.  noun: innocent, April fool.  "
1574,lástima,"noun: pity, shame.  "
1575,red,"noun: network, net, grid.  "
1576,enfermedad,"noun: disease, illness, sickness.  "
1577,desgraciado,"adjective: unfortunate, miserable, unhappy.  noun: unfortunate, wretch, loser.  "
1578,harán,"verb: do, make, ask.  "
1579,dientes,"noun: teeth, serrated edge.  "
1580,maté,"noun: mate, matt, gourd.  adjective: dull, mat, matted.  "
1581,central,"adjective: central, middlemost.  noun: station, exchange, headquarters.  "
1582,ponte,put
1583,felices,"adjective: happy, blissful, felicitous.  "
1584,supe,"verb: know, realize, taste.  "
1585,haberte,have you
1586,marcha,"noun: march, running, progress.  "
1587,poderes,"noun: power, authority, might.  "
1588,hubieras,verb: have.  
1589,justicia,"noun: justice, righteousness, fairness.  "
1590,bella,noun: beauty.  
1591,dé,"preposition: of, from, by.  conjunction: than.  adverb: off.  "
1592,proteger,"verb: protect, safeguard, secure.  "
1593,cabello,noun: hair.  
1594,pedido,"noun: order, indent, wish.  adjective: requested, called, invited.  "
1595,oscuro,"adjective: dark, obscure, dim.  "
1596,embarazada,"adjective: pregnant, with child, impregnate.  "
1597,costa,"noun: coast, shore, cost.  "
1598,dama,"noun: lady, dame.  "
1599,alguno,"adjective: any, some, not ... any.  pronoun: any.  adverb: a few.  "
1600,orgulloso,"adjective: proud, prideful, lofty.  "
1601,vos,you
1602,tomado,adjective: taken.  
1603,digamos,"verb: say, tell, speak.  "
1604,debió,"verb: must, owe, job.  "
1605,gana,"noun: desire, wish.  "
1606,cura,"noun: cure, priest, treatment.  "
1607,lengua,"noun: language, tongue, lingo.  "
1608,araña,"noun: spider, chandelier, electrolier.  "
1609,podré,"verb: be able to, can, may.  "
1610,voluntad,"noun: will, volition.  "
1611,total,"adjective: total, overall, whole.  noun: total, whole, sum.  adverb: wholesale.  "
1612,dedo,"noun: finger, digit.  "
1613,pago,"noun: payment, paying, fee.  "
1614,agradezco,"verb: thank, acknowledge, appreciate.  "
1615,partir,"verb: depart, go, split.  "
1616,lucha,"noun: fight, struggle, fighting.  "
1617,leche,"noun: milk, cum, spunk.  "
1618,diste,"verb: give, yield, lend.  "
1619,copa,"noun: cup, glass, goblet.  "
1620,quedarte,stay
1621,seguros,"adjective: sure, safe, secure.  noun: insurance, assurance, tumbler.  "
1622,destruir,"verb: destroy, kill, smash.  "
1623,bienvenidos,Welcome
1624,llevan,"verb: carry, take, bring.  "
1625,ponga,"verb: put, add, place.  "
1626,lados,"noun: side, end, part.  "
1627,acceso,"noun: access, entry, accession.  "
1628,intentar,"verb: try, attempt, intend.  "
1629,trajo,"verb: bring, bring in, get.  "
1630,desastre,"noun: disaster, calamity, washout.  "
1631,deber,"noun: duty, obligation, due.  verb: must, owe, job.  auxiliary verb: should, shall, ought.  "
1632,herida,"noun: wound, injury, hurt.  "
1633,débil,"adjective: weak, faint, feeble.  noun: lame duck.  "
1634,naturaleza,"noun: nature, character.  "
1635,luchar,"verb: fight, struggle, strive.  "
1636,extraña,"adjective: strange, weird, odd.  noun: alien.  "
1637,encontraste,"verb: find, meet, encounter.  "
1638,vieron,"verb: see, view, watch.  "
1639,llámame,call me
1640,imagen,"noun: image, picture, visualization.  "
1641,pan,"noun: bread, loaf.  "
1642,refieres,"verb: refer, recount, narrate.  "
1643,clientes,"noun: customer, client, patron.  "
1644,varios,"adjective: several, some, sundry.  "
1645,show,"noun: show, revue.  "
1646,auxilio,"noun: help, assistance.  "
1647,oyes,"verb: hear, listen, overhear.  "
1648,siguen,"verb: follow, continue, keep.  "
1649,sentado,"adjective: sitting, sejant.  "
1650,saliendo,"verb: leave, get out, go out.  "
1651,responsable,"adjective: responsible, liable, answerable.  "
1652,olvidado,"adjective: left, lost.  noun: deserted.  "
1653,quedó,"verb: stay, remain, keep.  "
1654,permite,"verb: allow, enable, permit.  "
1655,aquella,adjective: that.  
1656,puse,"verb: put, add, place.  "
1657,sonido,"noun: sound, beat, twang.  "
1658,quiso,"verb: want, love, wish.  "
1659,escrito,"adjective: written, handwritten, said.  noun: writing, text, manuscript.  adverb: in writing.  "
1660,carro,"noun: car, carriage, cart.  "
1661,preciosa,noun: gem.  
1662,muestra,"noun: sample, sign, specimen.  "
1663,bastardo,"adjective: bastard, misbegotten, baseborn.  noun: bastard.  "
1664,restaurante,"noun: restaurant, eatery.  "
1665,huevos,"noun: egg, ball.  "
1666,fantasma,"noun: ghost, phantom, phantasm.  adjective: phantom.  "
1667,mismos,"adjective: same, very, one.  "
1668,profesional,"adjective: professional, vocational, occupational.  noun: professional, pro.  "
1669,amas,"noun: landlady, madame.  "
1670,entero,"adjective: whole, entire, complete.  noun: integer.  "
1671,películas,"noun: film, movie, picture.  "
1672,cerrado,"adjective: closed, shut, close.  "
1673,dedos,adjective: dual.  
1674,sigan,"verb: follow, continue, keep.  "
1675,dueño,"noun: owner, landlord, proprietor.  "
1676,cuchillo,noun: knife.  
1677,turno,"noun: turn, inning, innings.  "
1678,tormenta,"noun: storm, thunderstorm, gale.  "
1679,caray,Wow
1680,abierto,"adjective: open, opened, direct.  "
1681,quede,"verb: stay, remain, keep.  "
1682,verdadera,"adjective: true, real, actual.  "
1683,mato,"verb: kill, slay, murder.  "
1684,doc,doc
1685,playa,"noun: beach, seaside, shore.  "
1686,km,km
1687,victoria,"noun: victory, win, victoria.  "
1688,primo,"noun: cousin, sucker, dupe.  adjective: prime.  "
1689,oíste,"verb: hear, listen, overhear.  "
1690,lisa,"adjective: smooth, flat, even.  "
1691,interior,"adjective: inside, interior, inner.  adverb: inside.  noun: inside, interior, inland.  "
1692,hechos,"noun: acts, doings.  "
1693,piedra,"noun: stone, rock, flint.  "
1694,jodido,"adjective: fucking, sodding, shitty.  "
1695,militar,"adjective: military, soldierly, regimental.  noun: military, soldier, serviceman.  verb: soldier, militate, serve.  "
1696,computadora,noun: computer.  
1697,encantaría,"verb: love, enchant, delight.  "
1698,siga,"verb: follow, continue, keep.  "
1699,silla,"noun: chair, seat, tabouret.  "
1700,movimiento,"noun: movement, motion, move.  "
1701,momentos,"noun: time, moment, point.  "
1702,familiar,"adjective: family, familiar, relative.  noun: relative, dependent, dependant.  "
1703,apartamento,"noun: apartment, flat.  "
1704,disparar,"verb: shoot, fire, discharge.  "
1705,tesoro,"noun: treasure, treasury, treasure chest.  "
1706,perfecta,"adjective: perfect, ideal, flawless.  "
1707,refiero,"verb: refer, recount, narrate.  "
1708,motivo,"noun: reason, motive, occasion.  adjective: motive.  "
1709,dará,"verb: set, give on to, utter.  "
1710,nuevas,noun: news.  
1711,mr,mr
1712,querer,"verb: want, love, wish.  "
1713,matarlo,kill him
1714,valiente,"adjective: brave, courageous, valiant.  noun: brave, valiant, a devil of a fellow.  "
1715,víctima,"noun: victim, sufferer, casualty.  "
1716,tendrán,"verb: have, keep, own.  "
1717,estúpida,"adjective: stupid, idiotic, asinine.  noun: idiot, bonehead, coot.  "
1718,envió,"noun: shipping, sending, shipment.  "
1719,encantado,"adjective: delighted, haunted, bewitched.  "
1720,diario,"adjective: daily, everyday, per diem.  adverb: daily.  noun: daily, journal, newspaper.  "
1721,abran,"verb: open, open up, start.  "
1722,sentí,"verb: feel, sense, regret.  "
1723,autobús,"noun: bus, omnibus.  "
1724,traído,"adjective: involved, landed.  "
1725,casas,noun: housing.  
1726,apúrate,"interjection: Jump to it!, Make it snappy!.  "
1727,encuentras,"verb: find, meet, encounter.  "
1728,descanso,"noun: rest, relaxation, interval.  "
1729,sheriff,sheriff
1730,mueve,"verb: move, shift, shake.  "
1731,inglaterra,noun: England.  
1732,quieto,"adjective: still, calm, quiescent.  "
1733,matarte,kill you
1734,calles,"noun: street, road, lane.  "
1735,tamaño,noun: size.  
1736,colegio,"noun: school, college, schoolhouse.  "
1737,usando,"verb: use, wear, utilize.  "
1738,cabo,"noun: cape, end, corporal.  "
1739,video,noun: video.  
1740,toques,"noun: touch, stroke, knock.  "
1741,pelota,noun: ball.  
1742,yendo,"verb: go, be, head.  "
1743,directo,"adjective: direct, through, forthright.  "
1744,termine,"verb: end, finish, complete.  "
1745,vivos,"adjective: live, alive, living.  "
1746,sombrero,noun: hat.  
1747,tomé,"verb: take, have, drink.  "
1748,estudio,"noun: study, studio, research.  "
1749,grave,"adjective: serious, severe, grave.  "
1750,protección,"noun: protection, shield, safeguard.  "
1751,secretos,"adjective: secret, covert, private.  noun: secret, secrecy, hugger-mugger.  "
1752,perdiendo,"verb: lose, miss, waste.  "
1753,pecho,"noun: chest, breast, bosom.  "
1754,sepas,"verb: know, realize, taste.  "
1755,enferma,"adjective: sick, ill, diseased.  "
1756,cuesta,"noun: slope, hill, incline.  "
1757,negros,"adjective: black, dark, raven.  noun: black, ebony, gloom.  "
1758,estrellas,"noun: star, blaze, canvas.  "
1759,lago,"noun: lake, loch, lough.  "
1760,clases,"noun: class, kind, sort.  "
1761,obviamente,"adverb: obviously, noticeably.  "
1762,inmediato,"adjective: immediate, instant, near.  "
1763,modos,"noun: mode, way, manner.  "
1764,irás,"verb: go, be, head.  "
1765,robo,"noun: theft, robbery, stealing.  "
1766,mataré,"verb: kill, slay, murder.  "
1767,seria,would be
1768,apoyo,"noun: support, backing, advocacy.  "
1769,cerrar,"verb: close, shut, shut down.  "
1770,imagino,"verb: imagine, think, figure.  "
1771,amenaza,"noun: threat, menace.  "
1772,toque,"noun: touch, stroke, knock.  "
1773,saca,"noun: withdrawal, big sack.  "
1774,viernes,noun: Friday.  abbreviation: Fri..  
1775,hayan,verb: have.  
1776,roto,"adjective: broken, broken-down.  noun: hole.  "
1777,piloto,"noun: pilot, airman, flyer.  "
1778,marca,"noun: brand, mark, trademark.  "
1779,combate,"noun: combat, fight, fighting.  "
1780,hablé,"verb: talk, speak, chat.  "
1781,manejar,"verb: handle, manage, drive.  noun: handling.  "
1782,sección,"noun: section, chapter, department.  "
1783,profundo,"adjective: deep, profound, intimate.  "
1784,tantos,"adjective: such.  noun: point, score, touchdown.  "
1785,conocía,"verb: know, meet, learn.  "
1786,serie,"noun: series, set, range.  "
1787,contrato,"noun: contract, agreement, engagement.  "
1788,americano,adjective: American.  noun: American.  
1789,paseo,"noun: walk, ride, stroll.  "
1790,aviones,"noun: plane, aircraft, airplane.  "
1791,balas,"noun: bullet, bale, shot.  "
1792,repente,"noun: sudden movement, jerk.  "
1793,cambia,"verb: change, switch, shift.  "
1794,tropas,noun: troops.  
1795,llevará,"verb: carry, take, bring.  "
1796,uso,"noun: use, using, usage.  "
1797,pudiste,"verb: be able to, can, may.  "
1798,detener,"verb: stop, halt, arrest.  "
1799,sabia,"adjective: wise, sage, learned.  noun: sage, savant, guru.  "
1800,llegué,"verb: get, reach, arrive.  "
1801,negra,"noun: black woman, Negress, crotchet.  "
1802,decidido,"adjective: decided, purposive, purposeful.  "
1803,comienza,"verb: start, begin, commence.  "
1804,distancia,"noun: distance, range, reach.  "
1805,éramos,"verb: be, come, come of.  "
1806,murieron,"verb: die, kill, die out.  "
1807,averiguar,"verb: find out, ascertain, inquire.  "
1808,actuar,"verb: act, perform, play.  "
1809,quedo,"verb: stay, remain, keep.  "
1810,pulso,noun: pulse.  
1811,aguanta,"verb: endure, stand, put up.  "
1812,oficiales,"adjective: official, formal, governmental.  noun: official, officer.  "
1813,llamaba,"verb: call, get, knock.  "
1814,enemigos,"noun: enemy, foe.  adjective: hostile, averse.  "
1815,saldrá,"verb: leave, get out, go out.  "
1816,preocupado,"adjective: concerned, worried, preoccupied.  "
1817,elección,"noun: choice, election, selection.  "
1818,sobrevivir,"verb: outlast, keep alive.  "
1819,bordo,"noun: board, side.  "
1820,sujeto,"noun: subject, fellow.  adjective: liable, amenable.  "
1821,pacientes,adjective: patient.  noun: patient.  
1822,disculpen,"verb: excuse, forgive, exculpate.  "
1823,época,"noun: time, era, period.  "
1824,entró,"verb: enter, get in, come in.  "
1825,pesar,"verb: weigh, weigh out, weigh up.  noun: regret, sorrow, grief.  "
1826,habló,"verb: talk, speak, chat.  "
1827,vender,"verb: sell, market, trade.  "
1828,piensan,"verb: think, reflect, ponder.  "
1829,ex,noun: former.  preposition: ex.  adjective: late.  
1830,gratis,"adjective: free, free of charge, gratis.  adverb: free, gratis, for nothing.  "
1831,desapareció,"verb: disappear, go away, vanish.  "
1832,empleo,"noun: employment, job, use.  "
1833,llamé,"verb: call, get, knock.  "
1834,conocen,"verb: know, meet, learn.  "
1835,cerdo,"noun: pork, pig, hog.  "
1836,puedan,"verb: be able to, can, may.  "
1837,comprendo,"interjection: O.K.!, OK!, Okay!.  "
1838,tomo,"noun: volume, tome.  "
1839,termina,"verb: end, finish, complete.  "
1840,aléjate,get away
1841,busco,"verb: search, search for, look.  "
1842,contento,"adjective: happy, contented, pleased.  noun: contentment, happiness.  "
1843,date,date
1844,tumba,"noun: tomb, grave.  "
1845,huellas,"noun: footprint, mark, trace.  "
1846,cuerpos,"noun: body, corps, length.  "
1847,absoluto,"adjective: absolute, complete, utter.  noun: loss.  "
1848,pide,"verb: ask, request, ask for.  "
1849,dura,"adjective: hard, tough, harsh.  "
