,rank,lemma,Spanish,lemma (disambiguated),show
3479,3099.0,prisionero,prisioneros,,*prisioneros* (prisionero)
3480,3100.0,encantar,encantan,,*encantan* (encantar)
3481,3101.0,encantador,encantadora,,*encantadora* (encantador)
3482,3102.0,comercial,comercial,,comercial
3483,3103.0,primavera,primavera,,primavera
3484,3104.0,meter,metió,,*metió* (meter)
3485,3105.0,volver,volvemos,,*volvemos* (volver)
3486,3106.0,mandar,mandar,,mandar
3487,3107.0,lucir,luce,,*luce* (lucir)
3488,3108.0,sagrado,sagrado,,sagrado
3489,3109.0,nacido,nacido,nacido,nacido
3490,3109.0,nacer,nacido,nacer,*nacido* (nacer)
3491,3110.0,fabuloso,fabuloso,,fabuloso
3492,3111.0,echar,echo,,*echo* (echar)
3493,3112.0,desaparecer,desaparecer,,desaparecer
3494,3113.0,potencia,potencia,,potencia
3495,3114.0,ADN,adn,,*adn* (ADN)
3496,3115.0,traer,traiga,,*traiga* (traer)
3497,3116.0,permitir,permítame,,*permítame* (permitir)
3498,3117.0,mayor,mayores,,*mayores* (mayor)
3499,3118.0,regalo,regalos,,*regalos* (regalo)
3500,3119.0,poner,pusiste,,*pusiste* (poner)
3501,3120.0,peligroso,peligrosa,,*peligrosa* (peligroso)
3502,3121.0,militar,militares,,*militares* (militar)
3503,3122.0,joder,jodida,joder,*jodida* (joder)
3504,3122.0,jodido,jodida,jodido,*jodida* (jodido)
3505,3123.0,coincidencia,coincidencia,,coincidencia
3506,3124.0,bandera,bandera,,bandera
3507,3125.0,adivinar,adivinar,,adivinar
3508,3126.0,tubo,tubo,,tubo
3509,3127.0,partida,partida,partida,partida
3510,3127.0,partido,partida,partido,*partida* (partido)
3511,3127.0,partir,partida,partir,*partida* (partir)
3512,3128.0,opción,opciones,,*opciones* (opción)
3513,3129.0,llamar,llamaron,,*llamaron* (llamar)
3514,3130.0,hombro,hombro,,hombro
3515,3131.0,vampiro,vampiros,,*vampiros* (vampiro)
3516,3132.0,saber,sabían,,*sabían* (saber)
3517,3133.0,recibir,recibió,,*recibió* (recibir)
3518,3134.0,jugador,jugadores,,*jugadores* (jugador)
3519,3135.0,celebrar,celebrar,,celebrar
3520,3136.0,armario,armario,,armario
3521,3137.0,teta,tetas,,*tetas* (teta)
3522,3138.0,paliza,paliza,,paliza
3523,3139.0,sabor,sabor,,sabor
3524,3140.0,mirar,míralo,,*míralo* (mirar)
3525,3141.0,lata,lata,,lata
3526,3142.0,héroe,héroes,,*héroes* (héroe)
3527,3143.0,serpiente,serpiente,,serpiente
3528,3144.0,escribir,escribí,,*escribí* (escribir)
3529,3145.0,comité,comité,,comité
3530,3146.0,bendecir,bendiga,,*bendiga* (bendecir)
3531,3147.0,terminar,terminé,,*terminé* (terminar)
3532,3148.0,oír,oyó,,*oyó* (oír)
3533,3149.0,imaginación,imaginación,,imaginación
3534,3150.0,funcionar,funcionó,,*funcionó* (funcionar)
3535,3151.0,bello,bello,,bello
3536,3152.0,hígado,hígado,,hígado
3537,3153.0,cierre,cierre,cierre,cierre
3538,3153.0,cerrar,cierre,cerrar,*cierre* (cerrar)
3539,3154.0,cabina,cabina,,cabina
3540,3155.0,querer,queríamos,,*queríamos* (querer)
3541,3156.0,pasar,pasas,pasar,*pasas* (pasar)
3542,3156.0,pasa,pasas,pasa,*pasas* (pasa)
3543,3157.0,mantener,mantente,,*mantente* (mantener)
3544,3158.0,Japón,japón,,*japón* (Japón)
3545,3159.0,deseo,deseos,,*deseos* (deseo)
3546,3160.0,contar,cuéntame,,*cuéntame* (contar)
3547,3161.0,rastro,rastro,,rastro
3548,3162.0,comprar,compró,,*compró* (comprar)
3549,3163.0,anterior,anterior,,anterior
3550,3164.0,acero,acero,,acero
3551,3165.0,desnudo,desnudo,desnudo,desnudo
3552,3165.0,desnudar,desnudo,desnudar,*desnudo* (desnudar)
3553,3166.0,comisario,comisario,,comisario
3554,3167.0,refuerzo,refuerzos,,*refuerzos* (refuerzo)
3555,3168.0,preparar,preparar,,preparar
3556,3169.0,perdido,perdidos,perdido,*perdidos* (perdido)
3557,3169.0,perder,perdidos,perder,*perdidos* (perder)
3558,3170.0,pagar,pagaré,,*pagaré* (pagar)
3559,3171.0,huevo,huevo,,huevo
3560,3172.0,entrar,entrando,,*entrando* (entrar)
3561,3173.0,armada,armada,armada,armada
3562,3173.0,armado,armada,armado,*armada* (armado)
3563,3173.0,armar,armada,armar,*armada* (armar)
3564,3174.0,tratar,trate,,*trate* (tratar)
3565,3175.0,saber,supo,,*supo* (saber)
3566,3176.0,bromear,bromeas,,*bromeas* (bromear)
3567,3177.0,verdaderamente,verdaderamente,,verdaderamente
3568,3178.0,mirar,miro,,*miro* (mirar)
3569,3179.0,límite,límite,,límite
3570,3180.0,esperar,esperemos,,*esperemos* (esperar)
3571,3181.0,sacado,sacado,sacado,sacado
3572,3181.0,sacar,sacado,sacar,*sacado* (sacar)
3573,3182.0,diamante,diamante,,diamante
3574,3183.0,secuestro,secuestro,secuestro,secuestro
3575,3183.0,secuestrar,secuestro,secuestrar,*secuestro* (secuestrar)
3576,3184.0,casco,casco,casco,casco
3577,3184.0,cascar,casco,cascar,*casco* (cascar)
3578,3185.0,ayudar,ayudó,,*ayudó* (ayudar)
3579,3186.0,nene,nene,,nene
3580,3187.0,marca,marcas,marca,*marcas* (marca)
3581,3187.0,marcar,marcas,marcar,*marcas* (marcar)
3582,3188.0,poder,pudieras,,*pudieras* (poder)
3583,3189.0,poco,poca,,*poca* (poco)
3584,3190.0,jugo,jugo,,jugo
3585,3191.0,herido,heridos,herido,*heridos* (herido)
3586,3191.0,herir,heridos,herir,*heridos* (herir)
3587,3192.0,congreso,congreso,,congreso
3588,3193.0,cementerio,cementerio,,cementerio
3589,3194.0,prostituta,prostituta,,prostituta
3590,3195.0,desaparecer,desaparece,,*desaparece* (desaparecer)
3591,3196.0,consecuencia,consecuencias,,*consecuencias* (consecuencia)
3592,3197.0,terreno,terreno,,terreno
3593,3198.0,salvado,salvado,salvado,salvado
3594,3198.0,salvar,salvado,salvar,*salvado* (salvar)
3595,3199.0,morir,mueren,,*mueren* (morir)
3596,3200.0,igualmente,igualmente,,igualmente
3597,3201.0,ganar,ganamos,,*ganamos* (ganar)
3598,3202.0,circunstancia,circunstancias,,*circunstancias* (circunstancia)
3599,3203.0,trabajar,trabajamos,,*trabajamos* (trabajar)
3600,3204.0,amén,amén,,amén
3601,3205.0,funcionar,funcionando,,*funcionando* (funcionar)
3602,3206.0,personalidad,personalidad,,personalidad
3603,3207.0,muro,muro,,muro
3604,3208.0,contestar,contestar,,contestar
3605,3209.0,razón,razon,,*razon* (razón)
3606,3210.0,peor,peores,,*peores* (peor)
3607,3211.0,particular,particular,,particular
3608,3212.0,llevar,llévame,,*llévame* (llevar)
3609,3213.0,gimnasio,gimnasio,,gimnasio
3610,3214.0,emocionante,emocionante,,emocionante
3611,3215.0,desgracia,desgracia,,desgracia
3612,3216.0,científico,científico,,científico
3613,3217.0,buscar,buscado,,*buscado* (buscar)
3614,3218.0,terapia,terapia,,terapia
3615,3219.0,preparar,prepara,,*prepara* (preparar)
3616,3220.0,patrulla,patrulla,,patrulla
3617,3221.0,globo,globo,,globo
3618,3222.0,despejado,despejado,despejado,despejado
3619,3222.0,despejar,despejado,despejar,*despejado* (despejar)
3620,3223.0,creado,creado,creado,creado
3621,3223.0,crear,creado,crear,*creado* (crear)
3622,3224.0,aprender,aprendido,,*aprendido* (aprender)
3623,3225.0,nacer,nací,,*nací* (nacer)
3624,3226.0,embajador,embajador,,embajador
3625,3227.0,barco,barcos,,*barcos* (barco)
3626,3228.0,posiblemente,posiblemente,,posiblemente
3627,3229.0,malvado,malvado,,malvado
3628,3230.0,dormitorio,dormitorio,,dormitorio
3629,3231.0,despacho,despacho,despacho,despacho
3630,3231.0,despachar,despacho,despachar,*despacho* (despachar)
3631,3232.0,desagradable,desagradable,,desagradable
3632,3233.0,venir,viniendo,,*viniendo* (venir)
3633,3234.0,recibo,recibo,recibo,recibo
3634,3234.0,recibir,recibo,recibir,*recibo* (recibir)
3635,3235.0,nuclear,nuclear,,nuclear
3636,3236.0,mensaje,mensajes,,*mensajes* (mensaje)
3637,3237.0,mantener,mantengan,,*mantengan* (mantener)
3638,3238.0,último,ultimo,,*ultimo* (último)
3639,3239.0,autoridad,autoridades,,*autoridades* (autoridad)
3640,3240.0,quedar,quedes,,*quedes* (quedar)
3641,3241.0,pasar,pasaron,,*pasaron* (pasar)
3642,3242.0,ganar,gano,,*gano* (ganar)
3643,3243.0,ayudar,ayudo,,*ayudo* (ayudar)
3644,3244.0,aprecio,aprecio,aprecio,aprecio
3645,3244.0,apreciar,aprecio,apreciar,*aprecio* (apreciar)
3646,3245.0,sentimiento,sentimiento,,sentimiento
3647,3246.0,popular,popular,,popular
3648,3247.0,extrañar,extrañas,,*extrañas* (extrañar)
3649,3248.0,detener,detenerlo,,*detenerlo* (detener)
3650,3249.0,civil,civiles,,*civiles* (civil)
3651,3250.0,tontería,tontería,,tontería
3652,3251.0,rey,reyes,,*reyes* (rey)
3653,3252.0,americano,americana,,*americana* (americano)
3654,3253.0,volver,vuelven,,*vuelven* (volver)
3655,3254.0,ventana,ventanas,,*ventanas* (ventana)
3656,3255.0,tiburón,tiburón,,tiburón
3657,3256.0,pelea,peleas,pelea,*peleas* (pelea)
3658,3256.0,pelear,peleas,pelear,*peleas* (pelear)
3659,3257.0,organización,organización,,organización
3660,3258.0,ayudar,ayudarla,,*ayudarla* (ayudar)
3661,3259.0,tener,tuvieras,,*tuvieras* (tener)
3662,3260.0,querer,querrás,,*querrás* (querer)
3663,3261.0,querer,querrá,,*querrá* (querer)
3664,3262.0,infección,infección,,infección
3665,3263.0,decente,decente,,decente
3666,3264.0,logrado,logrado,logrado,logrado
3667,3264.0,lograr,logrado,lograr,*logrado* (lograr)
3668,3265.0,jersey,jersey,,jersey
3669,3266.0,amar,amar,,amar
3670,3267.0,equipo,equipos,,*equipos* (equipo)
3671,3268.0,cantar,canta,,*canta* (cantar)
3672,3269.0,bebé,bebés,,*bebés* (bebé)
3673,3270.0,pozo,pozo,,pozo
3674,3271.0,india,india,india,india
3675,3271.0,indio,india,indio,*india* (indio)
3676,3271.0,India,india,India,*india* (India)
3677,3272.0,esperar,esperado,esperar,*esperado* (esperar)
3678,3272.0,esperado,esperado,esperado,esperado
3679,3273.0,enseñar,enseñar,,enseñar
3680,3274.0,dar,darnos,,*darnos* (dar)
3681,3275.0,tomar,tomaste,,*tomaste* (tomar)
3682,3276.0,internet,internet,,internet
3683,3277.0,habilidad,habilidades,,*habilidades* (habilidad)
3684,3278.0,encanto,encanto,encanto,encanto
3685,3278.0,encantar,encanto,encantar,*encanto* (encantar)
3686,3279.0,disparar,dispararon,,*dispararon* (disparar)
3687,3280.0,comprender,comprendes,,*comprendes* (comprender)
3688,3281.0,África,áfrica,,*áfrica* (África)
3689,3282.0,adorable,adorable,,adorable
3690,3283.0,rico,rica,,*rica* (rico)
3691,3284.0,llegar,llegaremos,,*llegaremos* (llegar)
3692,3285.0,real,reales,,*reales* (real)
3693,3286.0,mismo,mismas,,*mismas* (mismo)
3694,3287.0,medio,medios,,*medios* (medio)
3695,3288.0,marihuana,marihuana,,marihuana
3696,3289.0,traidor,traidor,,traidor
3697,3290.0,funcionar,funcione,,*funcione* (funcionar)
3698,3291.0,clínica,clínica,clínica,clínica
3699,3291.0,clínico,clínica,clínico,*clínica* (clínico)
3700,3292.0,preferir,preferiría,,*preferiría* (preferir)
3701,3293.0,poder,podían,,*podían* (poder)
3702,3294.0,olvidar,olvidó,,*olvidó* (olvidar)
3703,3295.0,entrar,entramos,,*entramos* (entrar)
3704,3296.0,ejercitar,ejercito,ejercitar,*ejercito* (ejercitar)
3705,3296.0,ejército,ejercito,ejército,*ejercito* (ejército)
3706,3297.0,división,división,,división
3707,3298.0,sector,sector,,sector
3708,3299.0,perdedor,perdedor,,perdedor
3709,3300.0,patrón,patrón,,patrón
3710,3301.0,encontrar,encontrará,,*encontrará* (encontrar)
3711,3302.0,crema,crema,,crema
3712,3303.0,planeado,planeado,planeado,planeado
3713,3303.0,planear,planeado,planear,*planeado* (planear)
3714,3304.0,mantener,mantenga,,*mantenga* (mantener)
3715,3305.0,juguete,juguete,,juguete
3716,3306.0,técnica,técnica,,técnica
3717,3307.0,nacimiento,nacimiento,,nacimiento
3718,3308.0,esperar,esperaré,,*esperaré* (esperar)
3719,3309.0,terminar,termino,,*termino* (terminar)
3720,3310.0,matar,matas,,*matas* (matar)
3721,3311.0,entrar,entrado,,*entrado* (entrar)
3722,3312.0,destruido,destruido,destruido,destruido
3723,3312.0,destruir,destruido,destruir,*destruido* (destruir)
3724,3313.0,dar,daremos,,*daremos* (dar)
3725,3314.0,circo,circo,,circo
3726,3315.0,ascensor,ascensor,,ascensor
3727,3316.0,acá,aca,,*aca* (acá)
3728,3317.0,investigar,investigar,,investigar
3729,3318.0,encontrar,encuentren,,*encuentren* (encontrar)
3730,3319.0,archivo,archivo,,archivo
3731,3320.0,salvar,salve,,*salve* (salvar)
3732,3321.0,presentar,presentar,,presentar
3733,3322.0,logro,logro,logro,logro
3734,3322.0,lograr,logro,lograr,*logro* (lograr)
3735,3323.0,intentar,intentas,,*intentas* (intentar)
3736,3324.0,encargar,encargaré,,*encargaré* (encargar)
3737,3325.0,armado,armado,armado,armado
3738,3325.0,armar,armado,armar,*armado* (armar)
3739,3326.0,apuesta,apuestas,apuesta,*apuestas* (apuesta)
3740,3326.0,apostar,apuestas,apostar,*apuestas* (apostar)
3741,3327.0,arrestado,arrestado,arrestado,arrestado
3742,3327.0,arrestar,arrestado,arrestar,*arrestado* (arrestar)
3743,3328.0,unión,unión,,unión
3744,3329.0,permanecer,permanecer,,permanecer
3745,3330.0,mostrar,muéstrame,,*muéstrame* (mostrar)
3746,3331.0,móvil,móvil,,móvil
3747,3332.0,difícil,dificil,,*dificil* (difícil)
3748,3333.0,casado,casados,casado,*casados* (casado)
3749,3333.0,casar,casados,casar,*casados* (casar)
3750,3334.0,cañón,cañón,,cañón
3751,3335.0,tribunal,tribunal,,tribunal
3752,3336.0,saber,sepan,,*sepan* (saber)
3753,3337.0,satélite,satélite,,satélite
3754,3338.0,recordar,recuerden,,*recuerden* (recordar)
3755,3339.0,intentar,intentaré,,*intentaré* (intentar)
3756,3340.0,falsa,falsa,falsa,falsa
3757,3340.0,falso,falsa,falso,*falsa* (falso)
3758,3341.0,coca,coca,,coca
3759,3342.0,símbolo,símbolo,,símbolo
3760,3343.0,roca,rocas,,*rocas* (roca)
3761,3344.0,puta,putas,,*putas* (puta)
3762,3345.0,pendejo,pendejo,,pendejo
3763,3346.0,matar,mátalo,,*mátalo* (matar)
3764,3347.0,judío,judío,,judío
3765,3348.0,estar,estando,,*estando* (estar)
3766,3349.0,subtítulo,subtítulos,,*subtítulos* (subtítulo)
3767,3350.0,gritar,gritando,,*gritando* (gritar)
3768,3351.0,dejar,dejemos,,*dejemos* (dejar)
3769,3352.0,científico,científicos,,*científicos* (científico)
3770,3353.0,beber,bebiendo,,*bebiendo* (beber)
3771,3354.0,sacar,saque,,*saque* (sacar)
3772,3355.0,metal,metal,,metal
3773,3356.0,despedida,despedida,despedida,despedida
3774,3356.0,despedido,despedida,despedido,*despedida* (despedido)
3775,3356.0,despedir,despedida,despedir,*despedida* (despedir)
3776,3357.0,golf,golf,,golf
3777,3358.0,empezar,empiece,,*empiece* (empezar)
3778,3359.0,defender,defender,,defender
3779,3360.0,crecer,crecer,,crecer
3780,3361.0,roto,rota,,*rota* (roto)
3781,3362.0,sentir,sentimos,,*sentimos* (sentir)
3782,3363.0,guerrero,guerreros,,*guerreros* (guerrero)
3783,3364.0,echar,echa,,*echa* (echar)
3784,3365.0,comunicación,comunicación,,comunicación
3785,3366.0,probar,probado,,*probado* (probar)
3786,3367.0,pensar,pensarlo,,*pensarlo* (pensar)
3787,3368.0,hablar,háblame,,*háblame* (hablar)
3788,3369.0,detenido,detenido,detenido,detenido
3789,3369.0,detener,detenido,detener,*detenido* (detener)
3790,3370.0,saber,sabría,,*sabría* (saber)
3791,3371.0,muerte,muertes,,*muertes* (muerte)
3792,3372.0,movimiento,movimientos,,*movimientos* (movimiento)
3793,3373.0,prohibido,prohibido,prohibido,prohibido
3794,3373.0,prohibir,prohibido,prohibir,*prohibido* (prohibir)
3795,3374.0,pájaro,pájaros,,*pájaros* (pájaro)
3796,3375.0,cargar,cargar,,cargar
3797,3376.0,poder,podíamos,,*podíamos* (poder)
3798,3377.0,junior,junior,,junior
3799,3378.0,imagen,imágenes,,*imágenes* (imagen)
3800,3379.0,haber,haberse,,*haberse* (haber)
3801,3380.0,acusado,acusado,acusado,acusado
3802,3380.0,acusar,acusado,acusar,*acusado* (acusar)
3803,3381.0,pelear,peleando,,*peleando* (pelear)
3804,3382.0,lealtad,lealtad,,lealtad
3805,3383.0,considerar,considera,,*considera* (considerar)
3806,3384.0,cazador,cazador,,cazador
3807,3385.0,buscar,buscarlo,,*buscarlo* (buscar)
3808,3386.0,apagar,apaga,,*apaga* (apagar)
3809,3387.0,objeto,objeto,,objeto
3810,3388.0,sofá,sofá,,sofá
3811,3389.0,personal,personales,,*personales* (personal)
3812,3390.0,homicidio,homicidio,,homicidio
3813,3391.0,electricidad,electricidad,,electricidad
3814,3392.0,advertencia,advertencia,,advertencia
3815,3393.0,rumor,rumores,,*rumores* (rumor)
3816,3394.0,mentir,mentir,,mentir
3817,3395.0,fijar,fíjate,,*fíjate* (fijar)
3818,3396.0,deuda,deuda,,deuda
3819,3397.0,celoso,celoso,,celoso
3820,3398.0,bicicleta,bicicleta,,bicicleta
3821,3399.0,azul,azules,,*azules* (azul)
3822,3400.0,visita,visitas,visita,*visitas* (visita)
3823,3400.0,visitar,visitas,visitar,*visitas* (visitar)
3824,3401.0,mejorar,mejorar,,mejorar
3825,3402.0,escudo,escudo,,escudo
3826,3403.0,cueva,cueva,,cueva
3827,3404.0,aéreo,aérea,,*aérea* (aéreo)
3828,3405.0,levantar,levantar,,levantar
3829,3406.0,juguete,juguetes,,*juguetes* (juguete)
3830,3407.0,ciertamente,ciertamente,,ciertamente
3831,3408.0,bajar,bajen,,*bajen* (bajar)
3832,3409.0,tema,temas,,*temas* (tema)
3833,3410.0,pedir,pedirte,,*pedirte* (pedir)
3834,3411.0,elegante,elegante,,elegante
3835,3412.0,divorcio,divorcio,,divorcio
3836,3413.0,depósito,depósito,,depósito
3837,3414.0,concierto,concierto,,concierto
3838,3415.0,callar,calla,,*calla* (callar)
3839,3416.0,transmisión,transmisión,,transmisión
3840,3417.0,matar,mataría,,*mataría* (matar)
3841,3418.0,flor,flor,,flor
3842,3419.0,viejo,viejas,,*viejas* (viejo)
3843,3420.0,trabajar,trabajan,,*trabajan* (trabajar)
3844,3421.0,onda,onda,,onda
3845,3422.0,salir,saldremos,,*saldremos* (salir)
3846,3423.0,preguntar,preguntado,,*preguntado* (preguntar)
3847,3424.0,aliento,aliento,,aliento
3848,3425.0,academia,academia,,academia
3849,3426.0,sonar,sonar,,sonar
3850,3427.0,recibir,recibe,,*recibe* (recibir)
3851,3428.0,patio,patio,,patio
3852,3429.0,función,función,,función
3853,3430.0,conducir,conduce,,*conduce* (conducir)
3854,3431.0,preguntar,pregúntale,,*pregúntale* (preguntar)
3855,3432.0,palo,palo,,palo
3856,3433.0,internacional,internacional,,internacional
3857,3434.0,hueso,hueso,,hueso
3858,3435.0,esclavo,esclavos,,*esclavos* (esclavo)
3859,3436.0,versión,versión,,versión
3860,3437.0,sacrificio,sacrificio,,sacrificio
3861,3438.0,judío,judíos,,*judíos* (judío)
3862,3439.0,increíble,increible,,*increible* (increíble)
3863,3440.0,fotografía,fotografía,,fotografía
3864,3441.0,delicioso,delicioso,,delicioso
3865,3442.0,crimen,crímenes,,*crímenes* (crimen)
3866,3443.0,zorra,zorra,,zorra
3867,3444.0,valle,valle,,valle
3868,3445.0,llevar,llevaremos,,*llevaremos* (llevar)
3869,3446.0,lentamente,lentamente,,lentamente
3870,3447.0,encantado,encantada,encantado,*encantada* (encantado)
3871,3447.0,encantar,encantada,encantar,*encantada* (encantar)
3872,3448.0,arreglo,arreglo,,arreglo
3873,3449.0,volver,volvería,,*volvería* (volver)
3874,3450.0,lograr,logró,,*logró* (lograr)
3875,3451.0,romántico,romántico,,romántico
3876,3452.0,preocupar,preocuparte,,*preocuparte* (preocupar)
3877,3453.0,olvido,olvido,olvido,olvido
3878,3453.0,olvidar,olvido,olvidar,*olvido* (olvidar)
3879,3454.0,fascinante,fascinante,,fascinante
3880,3455.0,cuadro,cuadro,,cuadro
3881,3456.0,creer,creyó,,*creyó* (creer)
3882,3457.0,adulto,adultos,,*adultos* (adulto)
3883,3458.0,wow,wow,,wow
3884,3459.0,sobrino,sobrino,,sobrino
3885,3460.0,secuencia,secuencia,,secuencia
3886,3461.0,llevar,lleven,,*lleven* (llevar)
3887,3462.0,huh,huh,,huh
3888,3463.0,entrada,entradas,entrada,*entradas* (entrada)
3889,3463.0,entrar,entradas,entrar,*entradas* (entrar)
3890,3464.0,decir,decirnos,,*decirnos* (decir)
3891,3465.0,resistencia,resistencia,,resistencia
3892,3466.0,llamar,llamarlo,,*llamarlo* (llamar)
3893,3467.0,ayuda,ayudas,ayuda,*ayudas* (ayuda)
3894,3467.0,ayudar,ayudas,ayudar,*ayudas* (ayudar)
3895,3468.0,esperanza,esperanzas,,*esperanzas* (esperanza)
3896,3469.0,disponible,disponible,,disponible
3897,3470.0,civil,civil,,civil
3898,3471.0,caos,caos,,caos
3899,3472.0,vela,velas,,*velas* (vela)
3900,3473.0,tener,tenerlo,,*tenerlo* (tener)
3901,3474.0,poner,ponerle,,*ponerle* (poner)
3902,3475.0,muestra,muestras,muestra,*muestras* (muestra)
3903,3475.0,mostrar,muestras,mostrar,*muestras* (mostrar)
3904,3476.0,lógica,lógica,,lógica
3905,3477.0,casualidad,casualidad,,casualidad
3906,3478.0,seguir,sigamos,,*sigamos* (seguir)
3907,3479.0,rayo,rayo,,rayo
3908,3480.0,pato,pato,,pato
3909,3481.0,pagar,pagado,pagar,*pagado* (pagar)
3910,3481.0,pagado,pagado,pagado,pagado
3911,3482.0,máscara,máscara,,máscara
3912,3483.0,gustar,gustado,,*gustado* (gustar)
3913,3484.0,buscar,buscarte,,*buscarte* (buscar)
3914,3485.0,selva,selva,,selva
3915,3486.0,pm,pm,,pm
3916,3487.0,equivocar,equivoqué,,*equivoqué* (equivocar)
3917,3488.0,condenado,condenado,condenado,condenado
3918,3488.0,condenar,condenado,condenar,*condenado* (condenar)
3919,3489.0,cometer,cometido,cometer,*cometido* (cometer)
3920,3489.0,cometido,cometido,cometido,cometido
3921,3490.0,tratar,tratan,,*tratan* (tratar)
3922,3491.0,poder,pudimos,,*pudimos* (poder)
3923,3492.0,preguntar,preguntando,,*preguntando* (preguntar)
3924,3493.0,tragedia,tragedia,,tragedia
3925,3494.0,poli,poli,poli,poli
3926,3494.0,policía,poli,policía,*poli* (policía)
3927,3495.0,compañía,compañías,,*compañías* (compañía)
3928,3496.0,charla,charla,charla,charla
3929,3496.0,charlar,charla,charlar,*charla* (charlar)
3930,3497.0,meter,mete,,*mete* (meter)
3931,3498.0,maldito,malditas,,*malditas* (maldito)
3932,3499.0,campo,campos,,*campos* (campo)
3933,3500.0,cadáver,cadáveres,,*cadáveres* (cadáver)
3934,3501.0,básicamente,básicamente,,básicamente
3935,3502.0,ir,vamonos,,*vamonos* (ir)
3936,3503.0,truco,trucos,,*trucos* (truco)
3937,3504.0,preparado,preparada,preparado,*preparada* (preparado)
3938,3504.0,preparar,preparada,preparar,*preparada* (preparar)
3939,3505.0,funcionar,funcionará,,*funcionará* (funcionar)
3940,3506.0,contar,conté,,*conté* (contar)
3941,3507.0,contar,contando,,*contando* (contar)
3942,3508.0,construcción,construcción,,construcción
3943,3509.0,ciudadano,ciudadanos,,*ciudadanos* (ciudadano)
3944,3510.0,agarrar,agarrar,,agarrar
3945,3511.0,infeliz,infeliz,,infeliz
3946,3512.0,francés,francesa,,*francesa* (francés)
3947,3513.0,explicar,explica,,*explica* (explicar)
3948,3514.0,decidir,decide,,*decide* (decidir)
3949,3515.0,vender,vende,,*vende* (vender)
3950,3516.0,rutina,rutina,,rutina
3951,3517.0,gustar,gustar,,gustar
3952,3518.0,empezar,empieces,,*empieces* (empezar)
3953,3519.0,caída,caída,caída,caída
3954,3519.0,caído,caída,caído,*caída* (caído)
3955,3519.0,caer,caída,caer,*caída* (caer)
3956,3520.0,almorzar,almorzar,,almorzar
3957,3521.0,actividad,actividad,,actividad
3958,3522.0,inocente,inocentes,,*inocentes* (inocente)
3959,3523.0,fondo,fondos,,*fondos* (fondo)
3960,3524.0,coraje,coraje,,coraje
3961,3525.0,ayudar,ayudando,,*ayudando* (ayudar)
3962,3526.0,aterrizar,aterrizar,,aterrizar
3963,3527.0,actuación,actuación,,actuación
3964,3528.0,subir,suba,,*suba* (subir)
3965,3529.0,ayudante,ayudante,,ayudante
3966,3530.0,volar,vuela,,*vuela* (volar)
3967,3531.0,vaca,vaca,,vaca
3968,3532.0,cirujano,cirujano,,cirujano
3969,3533.0,tío,tio,,*tio* (tío)
3970,3534.0,olvidar,olvídate,,*olvídate* (olvidar)
3971,3535.0,okay,okay,,okay
3972,3536.0,entregar,entregar,,entregar
3973,3537.0,encerrado,encerrado,encerrado,encerrado
3974,3537.0,encerrar,encerrado,encerrar,*encerrado* (encerrar)
3975,3538.0,rubio,rubia,,*rubia* (rubio)
3976,3539.0,joya,joyas,,*joyas* (joya)
3977,3540.0,empezar,empecemos,,*empecemos* (empezar)
3978,3541.0,amado,amado,amado,amado
3979,3541.0,amar,amado,amar,*amado* (amar)
3980,3542.0,terminar,terminamos,,*terminamos* (terminar)
3981,3543.0,romano,romanos,,*romanos* (romano)
3982,3544.0,piedad,piedad,,piedad
3983,3545.0,llamar,llamarte,,*llamarte* (llamar)
3984,3546.0,hacer,hacían,,*hacían* (hacer)
3985,3547.0,furia,furia,,furia
3986,3548.0,detalle,detalle,,detalle
3987,3549.0,admitir,admitir,,admitir
3988,3550.0,tener,tendrías,,*tendrías* (tener)
3989,3551.0,respiración,respiración,,respiración
3990,3552.0,preparar,prepárate,,*prepárate* (preparar)
3991,3553.0,escribir,escribiendo,,*escribiendo* (escribir)
3992,3554.0,confundido,confundido,confundido,confundido
3993,3554.0,confundir,confundido,confundir,*confundido* (confundir)
3994,3555.0,vigilar,vigilando,,*vigilando* (vigilar)
3995,3556.0,sufrimiento,sufrimiento,,sufrimiento
3996,3557.0,saludo,saludos,,*saludos* (saludo)
3997,3558.0,robar,robaste,,*robaste* (robar)
3998,3559.0,golpear,golpear,,golpear
3999,3560.0,garaje,garaje,,garaje
4000,3561.0,buscar,buscaré,,*buscaré* (buscar)
4001,3562.0,revolución,revolución,,revolución
4002,3563.0,motel,motel,,motel
4003,3564.0,buscar,buscaba,,*buscaba* (buscar)
4004,3565.0,alianza,alianza,,alianza
4005,3566.0,estupidez,estupidez,,estupidez
4006,3567.0,disparado,disparado,disparado,disparado
4007,3567.0,disparar,disparado,disparar,*disparado* (disparar)
4008,3568.0,sangrar,sangrando,,*sangrando* (sangrar)
4009,3569.0,quieto,quietos,,*quietos* (quieto)
4010,3570.0,miserable,miserable,,miserable
4011,3571.0,ideal,ideal,,ideal
4012,3572.0,empezar,empiezo,,*empiezo* (empezar)
4013,3573.0,controlar,controla,,*controla* (controlar)
4014,3574.0,prometer,prometiste,,*prometiste* (prometer)
4015,3575.0,heroína,heroína,,heroína
4016,3576.0,empezar,empezado,,*empezado* (empezar)
4017,3577.0,dar,dámelo,,*dámelo* (dar)
4018,3578.0,vecindario,vecindario,,vecindario
