,Dutch,Quizlet
15,begrijp,"*understand*
noun: prehension
""Ik begrijp het niet."" - ""I don't understand it.""


"
16,hoofd,"*head*
noun: head, principal, chief
Mijn hoofd doet pijn. - My head hurts.


"
17,gebeurt,"*happens*
verb: happen, be, occur
Er gebeurt veel in de wereld. - A lot is happening in the world.


"
18,kant,"*side*
noun: side, lace, edge
""Hij stond aan de kant van de weg."" - He was standing by the side of the road.


"
19,vrienden,"*friends*
noun: kith
Mijn vrienden en ik gaan naar de bioscoop. - My friends and I are going to the movies.


"
20,houdt,"*holds*
verb: keep, hold, retain
Houdt je vast aan je doelen! - Hold on to your goals!


"
21,eigenlijk,"*actually*
adverb: indeed, by rights
adjective: proper
Eigenlijk wil ik naar het strand gaan. - Actually, I want to go to the beach.


"
22,alsof,"*as if*
conjunction: like, as if, as though
adverb: as
""Het was alsof ik een droom had."" - It was as if I had a dream.


"
23,pak,"*business suit*
noun: suit, pack, business suit
Hij pakte de bal. - He grabbed the ball.


"
24,geeft,"*gives*
verb: give, deliver, impart
Hij geeft mij een cadeau - He is giving me a present.


"
25,politie,"*Police*
noun: police, police force, law
De politie komt om de situatie te onderzoeken. - The police are coming to investigate the situation.


"
26,precies,"*precisely*
adverb: exactly, just, precisely
adjective: exact, precise, correct
Precies op tijd kwam hij aan. - He arrived precisely on time.


"
27,wachten,"*to wait*
verb: wait, await, expect
Ik wacht op je antwoord. - I'm waiting for your answer.


"
28,familie,"*family*
noun: family, kin, tribe
Mijn familie is heel belangrijk voor mij. - My family is very important to me.


"
29,verder,"*further*
adjective: further, farther, additional
adverb: further, more, on
Verder heb ik nog geen plannen gemaakt. - Further, I haven't made any plans yet.


"
30,zat,"*fed up*
adjective: drunk, intoxicated, satiate
Ik zat in de trein. - I was sitting on the train.


"
31,soms,"*sometimes*
adverb: sometimes, sometime, now and then
Soms heb ik zin in een ijsje. - Sometimes I feel like having an ice cream.


"
32,werken,"*to work*
verb: work, operate, function
noun: works
Ik werk in een kantoor. - I work in an office.


"
33,bel,"*bell*
noun: bubble, bell
Bel me als je vragen hebt. - Call me if you have any questions.


"
34,voel,"*feel*
verb: feel, sense, emote
Ik voel me goed. - I feel good.


"
35,kind,"*child*
noun: child, kid, baby
Mijn kind heeft een nieuwe fiets gekregen. - My child has received a new bike.


"
36,probeer,"*try*
verb: try, attempt, endeavor
Probeer een nieuwe taal te leren.
Try to learn a new language.


"
37,ding,"*thing*
noun: thing, object, matter
""Het is een raar ding."" - It is a strange thing.


"
38,minuten,"*minutes*
noun: minute
Ik heb twintig minuten geleden gegeten. - I ate twenty minutes ago.


"
39,krijgt,"*gets*
verb: get, receive, have
Ze krijgt een cadeau van haar ouders. - She is getting a gift from her parents.


"
40,zet,"*sets*
noun: move, stroke, score
Ik zet mijn schoenen aan. - I put on my shoes.


"
41,vijf,"*five*
noun: five, pentad
: five
""Vijf mensen kwamen op het feest."" - Five people came to the party.


"
42,gehad,"*had*
verb: have, possess, own
Ik heb gehad een geweldige dag. - I've had a great day.


"
43,haal,"*get*
noun: pull, stroke, haul
Ik haal het boek van de plank. - I'm taking the book off the shelf.


"
44,gemaakt,"*made*
adjective: artificial, forced, minikin
De taart is gemaakt. - The cake is made.


"
45,hè,"*Hey*
interjection: Hey!, He!, Eh!
Hè, wat een verrassing! - Wow, what a surprise!


"
46,manier,"*way*
noun: way, manner, fashion
De manier waarop hij het deed, was verrassend. - The way he did it was surprising.


"
47,dagen,"*to dawn*
verb: dawn, summon
Ik heb de laatste dagen veel gereisd. - I have been travelling a lot these last days.


"
48,zoek,"*search*
adjective: lost, mislaid
Ik zoek een boek - I'm looking for a book.


"
49,heet,"*is called*
adjective: hot, warm, spicy
adverb: fervidly
Het heet 'Good Morning' in het Engels. = It's called 'Good Morning' in English.


"
50,volgende,"*next one*
adjective: next, following, subsequent
De volgende dag gingen we naar de stad. - The next day we went to the city.


"
51,daarom,"*therefore*
conjunction: therefore, that is why, wherefore
adverb: hence, wherefore
Daarom kiezen we ervoor om deze route te nemen. - Therefore, we choose to take this route.


"
52,gehoord,"*heard*
verb: hear, belong, learn
Ik heb gehoord dat je verhuisd bent. - I heard that you moved.


"
53,pas,"*pass*
adverb: only
noun: pass, pas, step
conjunction: if only
Ik ben pas gisteravond thuisgekomen. - I only came home last night.


"
54,werkt,"*works*
verb: work, operate, function
Het werkt goed. - It works well.


"
55,vanavond,"*this evening*
adverb: tonight
Vanavond gaan we naar de film. - Tonight we are going to the movies.


"
56,volgens,"*according to*
adverb: according to, by agreement
preposition: according to, by, under
adjective: accordant
Volgens mij gaat het regenen. - According to me, it is going to rain.


"
57,best,"*best*
adjective: best, optimum, high
adverb: best
""Het beste is om het rustig aan te doen."" - The best thing is to take it easy.


"
58,pijn,"*pain*
noun: pain, hurt, pine
Ik heb veel pijn in mijn rug. - I have a lot of pain in my back.


"
59,kans,"*opportunity*
noun: chance, opportunity, hazard
De kans is klein dat het gaat gebeuren. - The chance is small that it will happen.


"
60,eruit,"*out*
adverb: out, outward
Eruit halen wat erin zit - To get out what is inside


"
61,help,"*Help*
interjection: Help!
Help alsjeblieft! - Please help!


"
62,plaats,"*place*
noun: place, location, site
De plaats van de vergadering was in het park. - The place of the meeting was in the park.


"
63,hoeveel,"*how many*
adverb: how much, how many
conjunction: what, whilst, while
Hoeveel kost het? - How much does it cost?


"
64,vroeg,"*early*
adjective: early
adverb: early, soon, in waking hours
Ik ben vroeg thuis gekomen. - I came home early.


"
65,oude,"*old*
noun: ancient
De oude man wandelde langzaam. - The old man walked slowly.


"
66,stad,"*city*
noun: city, town, borough
De stad is erg druk vandaag. - The city is very busy today.


"
67,zoeken,"*to search*
verb: search, seek, quest
Ik zoek naar mijn huis sleutel. - I am searching for my house key.


"
68,ogen,"*eyes*
noun: lights, lamps
Ik heb mooie blauwe ogen. - I have beautiful blue eyes.


"
69,jezelf,"*yourself*
pronoun: yourself
Jezelf verzorgen is belangrijk. - Taking care of yourself is important.


"
70,geloven,"*to believe*
verb: believe, think, trust
Ik geloof dat het waar is. - I believe that it is true.


"
71,moment,"*moment*
noun: moment, instant, momentum
""Het is een kort moment geweest"" - It has been a short moment.


"
72,kamer,"*room*
noun: room, chamber, den
De kamer was klein, maar gezellig. - The room was small, but cozy.


"
73,schiet,"*shoot*
verb: shoot, fire, gun
Ik schiet de bal in het doel. - I shoot the ball into the goal.


"
74,vier,"*four*
noun: four, gauds, four-oar
Ik heb vier boeken gekocht. - I bought four books.


"
75,vindt,"*finds*
verb: find, think of, hit upon
Ik vindt het leuk. - I like it.


"
76,word,"*become*
verb: be, become, get
Deze zin heeft het woord 'word' erin. - This sentence has the word 'word' in it.


"
77,agent,"*agent*
noun: agent, policeman, broker
De agent hielp de oudere man. - The agent helped the elderly man.


"
78,slecht,"*bad*
adjective: bad, evil, ill
adverb: badly, perversely
Het eten was slecht. - The food was bad.


"
79,verteld,"*told*
verb: tell, relate, narrate
Hij vertelde me een verhaal. - He told me a story.


"
80,brengen,"*to take*
verb: bring, apply, carry
Ik breng je thuis. - I will take you home.


"
81,blij,"*pleased*
adjective: happy, glad, joyous
adverb: gladly
Ik ben blij dat je hier bent. - I'm happy that you are here.


"
82,hulp,"*staff*
noun: help, assistance, aid
""Ik heb hulp nodig."" - ""I need help.""


"
83,welke,"*which*
adjective: which, what
conjunction: which
pronoun: which, what, that
Welke boeken heb je al gelezen? - Which books have you already read?


"
84,blijft,"*stays*
verb: remain, stay, keep
""Het blijft een mysterie."" - It remains a mystery.


"
85,ligt,"*is*
verb: lie, be, sit
Het boek ligt op tafel. - The book is on the table.


"
86,broer,"*brother*
noun: brother, sibling
Mijn broer is mijn beste vriend. - My brother is my best friend.


"
87,school,"*school*
noun: school, shoal
De school is gesloten. - The school is closed.


"
88,tussen,"*between*
preposition: between, among, amongst
Ik loop tussen de bomen. - I'm walking between the trees.


"
89,deur,"*door*
noun: door, gate, portal
De deur stond open. - The door was open.


"
90,spreken,"*speak*
verb: speak, talk, see
Ik spreek Nederlands. - I speak Dutch.


"
91,plan,"*plan*
noun: plan, scheme, intention
Het plan is om de tuin te veranderen. - The plan is to change the garden.


"
92,dollar,"*dollars*
noun: dollar, plunk
""Ik heb een dollar gespendeerd."" - I spent a dollar.


"
93,handen,"*hands*
adjective: manual
De kinderen hadden hun handen vol met snoep. - The children had their hands full with candy.


"
94,ergens,"*somewhere*
adverb: somewhere, anywhere
pronoun: someplace
Ik heb ergens iets verloren. - I lost something somewhere.


"
95,dr.,"*dr.*

De dr. heeft me gezegd dat ik gezond moet eten. - The doctor told me to eat healthily.


"
96,klopt,"*Correct*
verb: knock, beat, hit
""Het klopt."" - It is correct.


"
97,breng,"*bring*
verb: bring, apply, carry
Ik breng de krant naar de deur. - I bring the newspaper to the door.


"
98,dokter,"*doctor*
noun: doctor, physician, doc
De dokter heeft mij medicijnen voorgeschreven. - The doctor prescribed me medicine.


"
99,juist,"*correct*
adjective: just, correct, right
adverb: just, right, precisely
prefix: ortho-
""Ik heb het juist gedaan."" - ""I did it correctly.""


"
0,gedachten,"*thoughts*
noun: mind
De gedachten van mijn vrienden zijn belangrijk voor me. - My friends' thoughts are important to me.


"
1,derde,"*third*
adjective: third
noun: third
: third
De derde dag was de moeilijkste. - The third day was the most difficult.


"
2,rennen,"*run*
verb: run, race, rush
Ik ren naar huis. - I am running home.


"
3,namen,"*names*
noun: name, first name, title
De namen zijn John en Mary. - The names are John and Mary.


"
4,teken,"*sign*
noun: sign, symbol, token
Ik heb een teken gegeven. - I have given a sign.


"
5,speelt,"*plays*
verb: play, game, perform
Hij speelt voetbal. - He is playing football.


"
6,stem,"*voice*
noun: vote, voice, vox
Ik heb de stam van de boom gezien. - I saw the trunk of the tree.


"
7,bedrijf,"*company*
noun: business, enterprise, working
Mijn bedrijf is gespecialiseerd in softwareontwikkeling. - My company specialises in software development.


"
8,moe,"*tired*
adjective: tired, weary, sick
Ik ben moe. - I am tired.


"
9,tenzij,"*unless*
conjunction: unless, save, without
Tenzij je het anders wilt, zal ik je helpen. Unless you want it differently, I will help you.


"
10,dom,"*stupid*
adjective: stupid, silly, foolish
noun: cathedral, dome
adverb: stupidly, vainly
De kat is zo dom als een doos, translated as The cat is as dumb as a box.


"
11,vlucht,"*flight*
noun: flight, covey, rush
De vlucht was vertraagd vanwege het slechte weer. - The flight was delayed due to the bad weather.


"
12,raak,"*touch*
adjective: striking, home, pat
adverb: strikingly, home, pat
Raak mij niet aan. - Don't touch me.


"
13,relatie,"*relation*
noun: relation, acquaintance
Mijn relatie met mijn vriend is erg sterk. - My relationship with my boyfriend is very strong.


"
14,lachen,"*laugh*
verb: laugh, smile
Ik lachte hard. - I laughed loudly.


"
15,leuke,"*nice*
adjective: nice, entertaining, amusing
Het is een leuke dag vandaag - It's a nice day today.


"
16,schuldig,"*guilty*
adjective: guilty, due, culpable
Ik ben schuldig. - I am guilty.


"
17,negen,"*nine*
noun: nine
: nine
De kat heeft negen levens. - The cat has nine lives.


"
18,tafel,"*table*
noun: table, board, meal
De tafel staat in de hoek. - The table is in the corner.


"
19,sneller,"*faster*
adjective: hair-trigger
""Hij loopt sneller dan ik."" - He runs faster than me.


"
20,James,"*James*

James is een populaire naam. - James is a popular name.


"
21,jong,"*young*
adjective: young, infant, juvenile
noun: cub, child, youngling
Hij is jong, he is young.


"
22,vanwege,"*because of*
preposition: because of, on account of, seeing
Vanwege het slechte weer, hebben we besloten om binnen te blijven.
Due to the bad weather, we have decided to stay inside.


"
23,beide,"*both*
adjective: both
pronoun: either
Beide kinderen hebben een prijs gewonnen. - Both children have won a prize.


"
24,viel,"*fell*
verb: fall, drop, fall down
Ik viel van mijn fiets - I fell off my bike


"
25,oog,"*eye*
noun: eye, dot, pip
Het oog van de naald is erg klein.
The eye of the needle is very small.


"
26,leek,"*seemed*
noun: layman, secular, laic
De leek had geen idee wat er aan de hand was. - The layman had no idea what was going on.


"
27,gestuurd,"*sent*
verb: send, steer, forward
Ik heb de brief gestuurd. - I sent the letter.


"
28,lijn,"*line*
noun: line, rope, score
De lijn liep langs de rivier. - The line ran along the river.


"
29,grapje,"*just kidding*
noun: joke, wisecrack, lark
""Het is maar een grapje!"" - It's just a joke!


"
30,komaan,"*come on*
interjection: Now!
Komaan, laten we gaan! - Come on, let's go!


"
31,moesten,"*had to*
verb: must
Wij moesten de kamer schoonmaken. - We had to clean the room.


"
32,daarvoor,"*before that*
adverb: therefor, previously, before that
Daarvoor betaal ik graag de extra kosten. - I am happy to pay the extra costs for that.


"
33,onderweg,"*en route*
adverb: en route, on the go, in transit
phrase: on the wing
Ik ben onderweg naar huis. - I am on my way home.


"
34,lijst,"*list*
noun: list, table, frame
De lijst is erg lang. - The list is very long.


"
35,vanuit,"*from*
preposition: from
Vanuit deze locatie hebben we een mooi uitzicht.
From this location we have a nice view.


"
36,band,"*band*
noun: band, tire, tape
""De band speelde een vrolijk liedje."" - The band played a cheerful song.


"
37,gelooft,"*believes*
verb: believe, think, trust
Ik geloof dat het waar is. - I believe that it is true.


"
38,gemist,"*missed*
verb: miss, lack, spare
Ik heb je gemist. - I missed you.


"
39,sleutel,"*key*
noun: key, clef, damper
De sleutel lag onder de deurmat. - The key was under the doormat.


"
40,lag,"*lay*
verb: lie, be, sit
Ik lag op de bank te slapen. - I was lying on the couch, sleeping.


"
41,kont,"*ass*
noun: buttocks, rump, prat
""Hij schudde zijn kont op de dansvloer."" - He shook his butt on the dance floor.


"
42,reis,"*trip*
noun: travel, trip, journey
De reis was erg vermoeiend. - The journey was very tiring.


"
43,arm,"*arm*
noun: arm, wing
adjective: poor, penniless, indigent
adverb: poorly
Hij heeft een gebroken arm. - He has a broken arm.


"
44,show,"*show*

De show was geweldig. - The show was great.


"
45,vertelt,"*tells*
verb: tell, relate, narrate
Hij vertelt me een verhaal. - He tells me a story.


"
46,groep,"*group*
noun: group, set, bunch
De groep mensen zat bij elkaar. - The group of people sat together.


"
47,belde,"*called*
verb: dial, clang, clank
Hij belde me gisteren. - He called me yesterday.


"
48,zweer,"*swear*
noun: ulcer, abscess, tumor
Ik zweer dat ik het nooit meer zal doen. - I swear I will never do it again.


"
49,agenten,"*agents*
noun: agent, policeman, broker
'De agenten hebben hard gewerkt om de zaak op te lossen.' - The officers worked hard to solve the case.


"
50,eer,"*honor*
noun: honor, credit, kudos
conjunction: ere
adverb: rather, preferably
Ik heb de eer om dit te mogen doen. - I have the honour to do this.


"
51,onmogelijk,"*impossible*
adjective: impossible
adverb: impossibly
Het is onmogelijk om de tijd te stoppen. - It is impossible to stop time.


"
52,steek,"*lurch*
noun: stitch, sting, stab
De kinderen staken de vlag in de grond. - The children stuck the flag in the ground.


"
53,hel,"*hell*
noun: hell, inferno, hades
adjective: bright, clear, glaring
adverb: glaringly
De hel is een plaats van lijden. - Hell is a place of suffering.


"
54,zwaar,"*heavy*
adjective: heavy, hard, severe
adverb: strongly, grievously, massively
""Het boek was zwaar om te dragen"" - The book was heavy to carry.


"
55,tuurlijk,"*sure*

Tuurlijk, ik zal er zijn. - Of course, I will be there.


"
56,bevel,"*command*
noun: order, command, injunction
Het bevel was om te stoppen met werken. - The order was to stop working.


"
57,jonge,"*young*
adjective: young, infant, juvenile
De jonge student ging naar de bibliotheek. - The young student went to the library.


"
58,kerk,"*church*
noun: church, chapel, sanctuary
De kerk was een oude gebouw. - The church was an old building.


"
59,huwelijk,"*wedding*
noun: wedding, marriage, matrimony
""Het huwelijk was een prachtige ceremonie."" - The wedding was a beautiful ceremony.


"
60,delen,"*to share*
verb: share, communicate, divide
Delen we de kosten? - Shall we split the costs?


"
61,sla,"*salad*
noun: lettuce, salad
De sla is vers en lekker. - The lettuce is fresh and tasty.


"
62,Amerikaanse,"*American*
noun: American
De Amerikaanse president komt morgen naar Nederland. - The American president is coming to the Netherlands tomorrow.


"
63,wedstrijd,"*contest*
noun: match, game, competition
adjective: emulative
Ik hou van competitieve sportwedstrijden. - I love competitive sports competitions.


"
64,maat,"*mate*
noun: size, measure, measurement
Mijn maat is klein, My size is small.


"
65,allen,"*all*

Allen zullen deze dag genieten. - Everyone will enjoy this day.


"
66,gebroken,"*broken*
adjective: prostrate, lacerated, out of order
Mijn been is gebroken. - My leg is broken.


"
67,dromen,"*to dream*
verb: dream, moon, have a dream about
Ik droom ervan om een reis rond de wereld te maken. - I dream of taking a trip around the world.


"
68,direct,"*straight away*
adverb: directly, direct, straight
adjective: direct, straight
phrase: on the spur of the moment
De verkoop ging direct door. - The sale went through immediately.


"
69,luitenant,"*lieutenant*
noun: lieutenant, loot
De luitenant was de hoogste rang in de leger. 
Translation: The lieutenant was the highest rank in the army.


"
70,planeet,"*planet*
noun: planet
De aarde is de enige bewoonde planeet. - The Earth is the only inhabited planet.


"
71,vooral,"*mainly*
adverb: especially, particularly, in particular
Vooral als je het druk hebt, moet je goed voor jezelf zorgen.
Translation: Especially when you're busy, you should take care of yourself.


"
72,missie,"*mission*
noun: mission
Mijn missie is om mijn doelen te bereiken. - My mission is to achieve my goals.


"
73,midden,"*middle*
noun: middle, midst, medium
adjective: mid
preposition: amidst, amid
De kat lag in het midden van de kamer. - The cat was lying in the middle of the room.


"
74,gezin,"*family*
noun: family, household
Mijn gezin is heel gelukkig. - My family is very happy.


"
75,gisteravond,"*yesterday evening*
adverb: last night, yesternight, yester-evening
noun: yesternight, yester-evening
Gisteravond heb ik met mijn vrienden een film gekeken. - Last night I watched a movie with my friends.


"
76,leiden,"*to lead*
verb: lead, guide, manage
Ik leid de groep tijdens de wandeling. - I am leading the group during the walk.


"
77,dame,"*Lady*
noun: lady, gentlewoman
De dame heeft een mooi jurk aan. - The lady is wearing a beautiful dress.


"
78,bericht,"*message*
noun: message, report, notice
Het bericht is verzonden. - The message has been sent.


"
79,angst,"*fear*
noun: fear, anxiety, anguish
Mijn angst is dat ik de verkeerde keuze maak. - My fear is that I make the wrong choice.


"
80,stierf,"*died*
verb: die, perish, pass away
De stierf tragisch jong. - He died tragically young.


"
81,wagen,"*wagon*
noun: car, carriage, vehicle
verb: risk, dare, chance
De wagen staat voor de deur. - The car is parked outside the door.


"
82,blijkbaar,"*evidently*
adverb: apparently, evidently, obviously
adjective: apparent, evident
Blijkbaar heb ik het verkeerd begrepen. - Apparently I misunderstood.


"
83,kapot,"*Broken*
adjective: broken, damaged, whacked
adverb: to pieces
Mijn auto is kapot. - My car is broken.


"
84,zoekt,"*searches*
verb: search, seek, quest
Hij zoekt een nieuwe baan. - He is looking for a new job.


"
85,ziel,"*soul*
noun: soul, mind, heart
Mijn ziel is vervuld met liefde. - My soul is filled with love.


"
86,positie,"*position*
noun: position, situation, status
De positie van de leraar is belangrijk. - The position of the teacher is important.


"
87,waarvoor,"*for what*
adverb: wherefore
Waarvoor heb je deze toets gemaakt? - For what did you make this test?


"
88,respect,"*respect*
noun: esteem
""Ik heb respect voor hem."" - ""I have respect for him.""


"
89,wet,"*law*
noun: law, act, statute
De wet staat het niet toe. - The law does not allow it.


"
90,gesprek,"*conversation*
noun: conversation, talk, converse
Het gesprek was erg interessant. - The conversation was very interesting.


"
91,verleden,"*past*
adjective: past, last, previous
noun: past, yore
De verleden week had ik een drukke agenda. - I had a busy schedule last week.


"
92,kost,"*cost*
noun: fare, meat, grub
De kost is hoog. - The cost is high.


"
93,links,"*left*
adjective: left, gauche, awkward
adverb: left
noun: leftist
Links staat rechts, wat betekent ""Left is right"".


"
94,witte,"*white*
adjective: white, blank
De witte kat liep door de tuin. - The white cat walked through the garden.


"
95,ring,"*ring*
noun: ring, hoop, circle
De ring glinstert in het zonlicht. - The ring is sparkling in the sunlight.


"
96,da's,"*that's*
noun: tie, badger, necktie
Da's geweldig! That's great!


"
97,regelen,"*to arrange*
verb: arrange, regulate, adjust
Ik heb alles geregeld. - I have arranged everything.


"
98,computer,"*computer*
noun: computer, processor
De computer is een nuttig apparaat. - The computer is a useful device.


"
99,dronken,"*drunk*
adjective: drunk, drunken, intoxicated
Ik was dronken toen ik thuiskwam. - I was drunk when I got home.


"
0,vond,"*found*
verb: find, think of, hit upon
Ik vond het boek interessant. - I found the book interesting.


"
1,praat,"*talk*
noun: talking
Hij praat met mij. - He is talking to me.


"
2,prima,"*fine*
adjective: prime, top, choice
noun: tiptop
adverb: toppingly
Mijn dag was prima! - My day was great!


"
3,betekent,"*means*
verb: mean, signify, serve
Het betekent 'it means'


"
4,soort,"*kind*
noun: kind, sort, variety
Deze soort appels is het lekkerst. - This type of apples is the tastiest.


"
5,zaak,"*case*
noun: case, matter, business
""Het is een belangrijke zaak."" - ""It is an important matter.""


"
6,proberen,"*to attempt*
verb: try, attempt, endeavor
Ik probeer mijn best te doen. - I'm trying my best.


"
7,jack,"*jack*

Jack is mijn favoriete kledingstuk. - Jack is my favorite article of clothing.


"
8,spelen,"*to play*
verb: play, game, perform
Ik speel graag piano. - I like to play the piano.


"
9,lekker,"*Tasty*
adjective: tasty, nice, delicious
adverb: deliciously
""Het eten is lekker!"" - The food is delicious!


"
10,doden,"*kill*
verb: kill, slay, jugulate
De soldaten hebben veel doden gemaakt. - The soldiers have made many deaths.


"
11,gebruiken,"*to use*
verb: use, employ, take
Ik gebruik het boek voor mijn onderzoek. - I am using the book for my research.


"
12,groot,"*big*
adjective: large, great, big
noun: groat
Mijn huis is erg groot. - My house is very big.


"
13,kent,"*knows*
noun: the Garden of England
De kat kent de muis. - The cat knows the mouse.


"
14,boven,"*above*
adverb: above, over, upstairs
preposition: above, over, beyond
adjective: upper
Ik zou graag boven willen zitten. - I would like to sit upstairs.


"
15,water,"*water*
noun: water
Het water is koud. - The water is cold.


"
16,problemen,"*issues*
noun: problem, puzzler
De directeur heeft veel problemen met het beheren van het bedrijf.

The director has many problems managing the company.


"
17,land,"*country*
noun: land, earth, home
Het land was enorm groot. - The land was incredibly large.


"
18,sta,"*stand*
interjection: Stand fast!
Ik sta klaar om te gaan. - I'm ready to go.


"
19,later,"*later*
adverb: later, later on, afterwards
adjective: after, ulterior, puisne
Later zal ik je bellen. - I will call you later.


"
20,papa,"*Daddy*
noun: papa, father
Mijn papa is de beste! - My dad is the best!


"
21,pakken,"*to take*
verb: tackle, pack, take
noun: grab
Ik pak mijn tas. - I'm grabbing my bag.


"
22,week,"*week*
noun: week, hebdomad, sennight
adjective: soft, weak, melting
Deze week heb ik veel gewerkt. - This week I have worked a lot.


"
23,schat,"*Darling*
noun: treasure, darling, dear
Mijn schat, ik hou van je. My darling, I love you.


"
24,voordat,"*before*
preposition: prior to
conjunction: ere, ergo
adverb: thitherto
Voordat ik naar school ging, at ik mijn ontbijt. 
Before I went to school, I ate my breakfast.


"
25,zoveel,"*so much*
adverb: so many, how much, how many
Zoveel mensen bezoeken de stad elke dag. - So many people visit the city every day.


"
26,vrij,"*free*
adjective: free, clear, leisure
adverb: free, pretty, freely
prefix: non-
Ik ben vrij om te gaan waar ik wil. - I am free to go wherever I want.


"
27,echte,"*real*
adjective: real, genuine, very
""Hij is een echte gentleman."" - He is a true gentleman.


"
28,stoppen,"*fuses*
verb: stop, cease, stop off
Ik moet stoppen met roken. - I have to stop smoking.


"
29,klootzak,"*asshole*
noun: asshole, son of a bitch
""Hij is een echte klootzak!"" - He is a real jerk!


"
30,beginnen,"*to start*
verb: start, begin, commence
Ik begin met het maken van de taart. - I am starting to make the cake.


"
31,alstublieft,"*Please*
interjection: Please!, Here you are!, If you please!
Alstublieft, mag ik wat water, alstjeblieft?
Please, may I have some water, please?


"
32,zodat,"*so that*
conjunction: so that
adverb: wherefore
""Ik heb de instructies gelezen zodat ik de taak kon voltooien."" - ""I read the instructions so that I could complete the task.""


"
33,zorg,"*concern*
noun: care, worry, anxiety
""Ik heb veel zorgen."" - ""I have a lot of worries.""


"
34,mooie,"*nice*
adjective: beautiful, nice, pretty
""Het is een mooie dag!"" - ""It's a beautiful day!""


"
35,wees,"*orphan*
noun: orphan
Wees voorzichtig! - Be careful!


"
36,vermoorden,"*murder*
verb: murder, assassinate, slay
Ik vermoordde hem, I killed him.


"
37,mis,"*wrong*
adjective: wrong, incorrect
adverb: wrong, beside the mark
noun: mass, office
Ik mis je. - I miss you.


"
38,vooruit,"*ahead*
adverb: forward, ahead, in advance
noun: windscreen, screen
Vooruit, laten we naar huis gaan! - Come on, let's go home!


"
39,bellen,"*to call*
verb: dial, clang, clank
Ik bel je later nog, I'll call you later.


"
40,dochter,"*daughter*
noun: daughter
Mijn dochter is mijn beste vriendin - My daughter is my best friend.


"
41,vrouwen,"*women*
noun: women, wives
""Vrouwen zijn sterk."" - Women are strong.


"
42,tien,"*ten*
noun: ten
: ten
De tien katten zaten in de tuin. - The ten cats were sitting in the garden.


"
43,hoeft,"*need*
verb: need, require
Hoeft u niet te wachten? - Do you not need to wait?


"
44,lopen,"*to walk*
verb: walk, run, foot
phrase: leg it
Ik loop naar school. - I am walking to school.


"
45,hart,"*heart*
noun: heart, core, breast
""Mijn hart klopt snel."" - My heart is beating fast.


"
46,snap,"*snap*
verb: get, snap, see
""Snap je dat?"" - ""Do you understand that?""


"
47,voorbij,"*past*
adjective: past, preterite, preterit
adverb: past, over, all over
preposition: past, beyond, by
De trein reed voorbij. - The train passed by.


"
48,los,"*loose*
adjective: loose, free, lax
adverb: loose, loosely, free
noun: lynx, ounce
Het losse stuk papier vloog door de lucht. - The loose piece of paper flew through the air.


"
49,vergeten,"*forget*
verb: forget
Ik heb mijn sleutels vergeten. - I have forgotten my keys.


"
50,gebeuren,"*to happen*
verb: happen, be, occur
noun: opportunity
Het gebeuren was onverwacht. - The event was unexpected.


"
51,bloed,"*blood*
noun: blood, bordeaux
adjective: hematic, haematic
""Het bloed stroomde over de grond."" - The blood flowed over the ground.


"
52,druk,"*Busy*
noun: pressure, push, pressing
adjective: busy, crowded, noisy
adverb: busily
Het is druk in de stad. - It is busy in the city.


"
53,verhaal,"*story*
noun: story, tale, narrative
Het verhaal was erg interessant. - The story was very interesting.


"
54,moeilijk,"*difficult*
adjective: difficult, tough, tight
adverb: painfully, arduously, stiffly
Moeilijk zijn de lessen van de leraar. - The teacher's lessons are difficult.


"
55,hoi,"*Hi*

Hoi, Hallo!


"
56,zes,"*six*
noun: six, sice, half-dozen
: six
Zes mensen waren aanwezig. - Six people were present.


"
57,eerder,"*earlier*
adverb: previously, rather, first
Ik had eerder koffie gedronken. - I had drunk coffee earlier.


"
58,neer,"*down*
adverb: down, low
Ik heb mijn boek neergelegd. - I have put down my book.


"
59,ervan,"*of it*
pronoun: whose
Ik ben ervan overtuigd dat het waar is. - I am convinced that it is true.


"
60,bed,"*bed*
noun: bed, berth, kip
Het bed is groot. - The bed is big.


"
61,nacht,"*night*
noun: night, nighttime
De nacht was donker en koud. - The night was dark and cold.


"
62,bezig,"*busy*
adjective: busy
Ik ben bezig met het schrijven van een brief. - I am busy writing a letter.


"
63,wakker,"*awake*
adjective: awake, alert, wakeful
Ik ben wakker geworden - I woke up.


"
64,redden,"*to rescue*
verb: save, rescue, salvage
Hij redde haar uit de brand. - He saved her from the fire.


"
65,klein,"*small*
adjective: small, little, short
Klein als een muis. - Small as a mouse.


"
66,gekomen,"*come*
verb: come, get, come to
Ik ben gekomen om te helpen. - I have come to help.


"
67,sinds,"*since*
adverb: since
conjunction: since, ever after, hence
preposition: since, syne
Sinds gisteren heb ik geen honger meer.
Since yesterday I haven't been hungry anymore.


"
68,kop,"*head*
noun: cup, head, heading
De kop was leeg. - The cup was empty.


"
69,zult,"*will*
verb: shall
Zult u mij helpen? - Will you help me?


"
70,begrepen,"*understood*
interjection: O.k.!, Ok!, Okay!
Ik begrepen het, I understood it.


"
71,plek,"*place*
noun: place, spot, patch
Deze plek is mooi. - This place is beautiful.


"
